"TOA5","COMPASS_GCW_TR_432","CR1000X","75736","CR1000X.8.4.0","CPU:COMPASS_v4-052425.CR1X","52317","CheckTable"
"TIMESTAMP","RECORD","BattV","SolarV","Batt_CHECK","Solar_CHECK","Flag(1)","Flag(2)","Flag(3)","Flag(4)","Flag(5)","Flag(6)","Flag(7)","Flag(8)","Flag(9)","Flag(10)","Flag(11)","Flag(12)","Flag(13)","Flag(14)","Statname","PB"
"TS","RN","Volts","Volts","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-11-21 13:45:00",2,13.5,1.342,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 14:00:00",3,13.69,1.23,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 14:15:00",4,13.68,1.352,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 14:30:00",5,13.82,1.319,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 14:45:00",6,13.82,1.166,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 15:00:00",7,13.82,1.264,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 15:15:00",8,13.82,1.25,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 15:30:00",9,13.82,1.099,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 15:45:00",10,13.82,1.24,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 16:00:00",11,13.83,1.149,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 16:15:00",12,13.83,1.293,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 16:30:00",13,13.81,1.082,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 16:45:00",14,13.82,1.149,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 17:00:00",15,13.82,1.312,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 17:15:00",16,13.82,1.194,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 17:30:00",17,13.82,1.164,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 17:45:00",18,13.82,1.073,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 18:00:00",19,13.83,1.046,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 18:15:00",20,13.82,1.144,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 18:30:00",21,13.83,1.159,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 18:45:00",22,13.83,1.058,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 19:00:00",23,13.83,1.283,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 19:15:00",24,13.83,1.184,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 19:30:00",25,13.83,1.084,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 19:45:00",26,13.83,1.295,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 20:00:00",27,13.83,1.227,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 20:15:00",28,13.83,1.223,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 20:30:00",29,13.81,1.077,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 20:45:00",30,13.83,0.944,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 21:00:00",31,13.83,1.158,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 21:15:00",32,13.82,1.156,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 21:30:00",33,13.83,1.061,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 21:45:00",34,13.83,1.268,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 22:00:00",35,13.83,1.279,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 22:15:00",36,13.81,1.182,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 22:30:00",37,13.83,1.13,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 22:45:00",38,13.81,1.17,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 23:00:00",39,13.82,1.179,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 23:15:00",40,13.81,1.156,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 23:30:00",41,13.83,1.142,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-21 23:45:00",42,13.81,1.074,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 00:00:00",43,13.82,1.126,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 00:15:00",44,13.83,1.235,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 00:30:00",45,13.83,1.013,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 00:45:00",46,13.83,1.241,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 01:00:00",47,13.83,1.137,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 01:15:00",48,13.81,1.256,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 01:30:00",49,13.83,1.171,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 01:45:00",50,13.81,1.079,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 02:00:00",51,13.83,1.206,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 02:15:00",52,13.83,1.039,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 02:30:00",53,13.82,1.064,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 02:45:00",54,13.83,1.217,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 03:00:00",55,13.83,1.079,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 03:15:00",56,13.83,1.042,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 03:30:00",57,13.83,1.239,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 03:45:00",58,13.83,1.296,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 04:00:00",59,13.83,1.184,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 04:15:00",60,13.83,1.307,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 04:30:00",61,13.83,1.129,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 04:45:00",62,13.83,1.072,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 05:00:00",63,13.83,1.13,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 05:15:00",64,13.83,1.23,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 05:30:00",65,13.83,1.141,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 05:45:00",66,13.83,1.199,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 06:00:00",67,13.83,1.117,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 06:15:00",68,13.83,1.167,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 06:30:00",69,13.83,1.095,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 06:45:00",70,13.83,1.213,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 07:00:00",71,13.83,1.015,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 07:15:00",72,13.83,1.25,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 07:30:00",73,13.83,0.982,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 07:45:00",74,13.82,1.1,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 08:00:00",75,13.83,1.112,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
"2025-11-22 08:15:00",76,13.83,1.283,"OKAY","LOW",0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,"COMPASS_GCW_TR_432",432
