"TOA5","Compass_MSM_W_401","CR1000X","28727","CR1000X.8.4.0","CPU:COMPASS_v4-052425.CR1X","24960","Redox5"
"TIMESTAMP","RECORD","Statname","BattV","RedoxRa(1)","RedoxRa(2)","RedoxRa(3)","RedoxRa(4)","RedoxRa(5)","RedoxRa(6)","RedoxRa(7)","RedoxRa(8)","RedoxRa(9)","RedoxRa(10)","RedoxRa(11)","RedoxRa(12)","RedoxRb(1)","RedoxRb(2)","RedoxRb(3)","RedoxRb(4)","RedoxRb(5)","RedoxRb(6)","RedoxRb(7)","RedoxRb(8)","RedoxRb(9)","RedoxRb(10)","RedoxRb(11)","RedoxRb(12)"
"2025-11-14 00:50:00",143,"NAN",11.94,-280.2694,-541.9317,-656.5387,-660.7664,-52.13819,-655.4724,-699.8134,-687.1207,251.5469,-702.2226,-659.6243,-682.5812,339.5068,82.83273,-29.74014,-33.89344,557.4862,-29.06087,-72.20168,-59.73382,858.4561,-74.88924,-32.93631,-55.20488
"2025-11-14 00:55:00",144,"NAN",11.94,-280.2765,-541.0884,-656.2444,-660.6464,-50.27349,-655.0982,-699.9583,-687.1431,251.9772,-702.2167,-659.5045,-682.5586,339.7117,83.44035,-29.1819,-33.56963,560.9304,-28.43314,-72.06623,-59.51678,859.1846,-74.60419,-32.43823,-54.85606
"2025-11-14 01:00:00",145,"NAN",11.92,-280.2775,-540.7403,-655.9573,-660.483,-62.3004,-654.6924,-700.0356,-687.1352,252.375,-702.2095,-659.3817,-682.5784,339.9071,84.03232,-28.81615,-33.17885,550.8656,-27.95818,-72.09364,-59.34302,859.7297,-74.33834,-32.25699,-54.77005
"2025-11-14 01:05:00",146,"NAN",11.94,-280.378,-540.1652,-655.7013,-660.3697,-56.50493,-654.4716,-700.1354,-687.1517,252.2908,-702.2119,-659.2879,-682.5726,339.8102,84.7157,-28.44795,-33.05653,563.8704,-27.6358,-71.98869,-59.45803,859.8279,-74.40781,-32.08208,-54.89174
"2025-11-14 01:10:00",147,"NAN",11.92,-280.4185,-539.3037,-655.416,-660.2656,-39.6832,-654.141,-700.2122,-687.2017,253.044,-702.2435,-659.1907,-682.5709,339.615,85.76369,-28.19389,-32.78415,575.3329,-27.22466,-72.17793,-59.40271,860.6546,-74.30397,-31.99336,-54.68921
"2025-11-14 01:15:00",148,"NAN",11.94,-280.7713,-538.6023,-655.1939,-660.1658,-37.05539,-653.7653,-700.326,-687.2401,253.5736,-702.2649,-659.1044,-682.5759,339.4899,86.31739,-27.80026,-32.57076,573.0797,-26.7911,-72.13953,-59.29126,861.1168,-74.27007,-32.0676,-54.61171
"2025-11-14 01:20:00",149,"NAN",11.92,-280.7135,-538.0782,-654.912,-660.0649,-38.32878,-653.405,-700.8896,-687.2872,254.0671,-702.3052,-659.3497,-682.572,339.8637,87.27402,-27.17404,-32.21691,573.371,-25.98807,-72.22625,-58.94543,861.8125,-73.90412,-31.56682,-54.24261
"2025-11-14 01:25:00",150,"NAN",11.94,-280.7173,-537.7584,-654.668,-659.9948,-40.52288,-653.0051,-701.0521,-687.3245,254.4717,-702.3193,-659.2948,-682.6048,340.2949,87.78979,-26.74341,-31.87418,570.9398,-25.41916,-72.21463,-58.61067,862.6321,-73.64788,-31.32415,-54.01901
"2025-11-14 01:30:00",151,"NAN",11.92,-280.7322,-537.1638,-654.3937,-659.9023,-43.54912,-652.6585,-701.2221,-687.3594,254.8523,-702.332,-659.2269,-682.6293,340.033,88.22948,-26.63302,-31.9907,571.4815,-25.29131,-72.45416,-58.9157,862.7282,-73.91643,-31.43833,-54.10895
"2025-11-14 01:35:00",152,"NAN",11.93,-280.7737,-536.4805,-654.1083,-659.7748,-39.45346,-652.3815,-701.3884,-687.3647,255.2778,-702.3322,-659.152,-682.6092,339.974,89.00623,-26.28313,-31.85174,572.3278,-25.0226,-72.80656,-58.90855,861.1332,-73.96914,-31.43739,-54.33152
"2025-11-14 01:40:00",153,"NAN",11.92,-280.8221,-535.7444,-653.8047,-659.6505,-46.90012,-651.9704,-701.6093,-687.3837,253.9934,-702.3254,-659.0787,-682.5975,337.7389,89.52305,-26.03054,-31.75428,568.4713,-24.47814,-73.01981,-58.87248,862.5325,-73.75592,-31.29246,-54.25592
"2025-11-14 01:45:00",154,"NAN",11.94,-281.9364,-535.6144,-653.489,-659.5484,-49.05976,-651.5661,-701.7271,-687.5929,255.518,-702.3754,-658.9859,-682.5832,339.3454,89.50059,-25.73275,-31.69293,558.048,-24.14393,-73.05531,-59.20788,863.3431,-73.84215,-31.19146,-54.11319
"2025-11-14 01:50:00",155,"NAN",11.94,-281.3918,-535.4067,-653.1884,-659.4398,-48.45367,-651.1325,-701.8166,-687.663,256.0886,-702.3427,-658.922,-682.5688,339.418,89.97592,-25.36715,-31.36204,568.499,-23.67907,-72.99055,-59.23642,863.9583,-73.9355,-30.97965,-54.07381
"2025-11-14 01:55:00",156,"NAN",11.94,-281.3096,-535.0488,-652.9004,-659.3245,-43.71043,-650.7115,-701.9479,-687.6922,256.6564,-702.3569,-658.8701,-682.5623,339.7686,90.36639,-24.88081,-31.10411,567.4612,-23.52849,-72.99251,-59.07165,864.607,-73.7657,-30.77837,-54.02235
"2025-11-14 02:00:00",157,"NAN",11.93,-282.5266,-535.6135,-652.6169,-659.2408,-52.03437,-651.0275,-702.1236,-687.7442,256.9995,-702.37,-658.8305,-682.5477,339.1156,89.64951,-24.57728,-31.05797,555.1938,-23.4918,-73.19275,-59.0905,864.9182,-73.56318,-30.80487,-53.92215
"2025-11-14 02:05:00",158,"NAN",11.94,-281.46,-535.6464,-652.38,-659.1682,-51.63981,-651.0225,-702.2435,-687.8054,257.3898,-702.3919,-658.7638,-682.6356,339.7403,89.94321,-24.2714,-30.89946,566.3027,-23.3352,-73.27539,-58.90876,865.5516,-73.53598,-30.6135,-53.78698
"2025-11-14 02:10:00",159,"NAN",11.92,-281.2899,-535.2033,-652.0814,-659.0713,-50.51669,-650.7043,-702.3958,-687.85,257.7794,-702.3652,-658.7073,-682.6725,339.9772,90.53119,-23.86601,-30.75042,565.6568,-22.8085,-73.31223,-59.05196,865.9241,-73.43065,-30.51473,-53.77192
"2025-11-14 02:15:00",160,"NAN",11.95,-281.2415,-534.4426,-651.7792,-658.9608,-52.50792,-650.3401,-702.5358,-687.8752,258.0995,-702.3054,-658.6458,-682.6778,340.0386,91.48724,-23.642,-30.47388,562.7404,-22.49993,-73.35613,-59.11823,866.2045,-73.46641,-30.48548,-53.73777
"2025-11-14 02:20:00",161,"NAN",11.94,-281.2321,-533.5834,-651.4827,-658.8455,-43.2854,-649.9506,-702.5922,-687.9056,258.5176,-702.3142,-658.5976,-682.6973,340.2454,92.33508,-23.15149,-30.31274,575.516,-22.05128,-73.34871,-59.03788,866.686,-73.3391,-30.18706,-53.71075
"2025-11-14 02:25:00",162,"NAN",11.92,-281.4818,-532.9254,-651.18,-658.7443,-29.11949,-649.5353,-702.7836,-687.9448,258.9058,-702.3248,-658.5485,-682.7031,340.0715,93.12188,-22.79161,-30.09374,587.6843,-21.60728,-73.49135,-58.88749,867.2358,-73.22647,-30.12066,-53.50214
"2025-11-14 02:30:00",163,"NAN",11.95,-281.3022,-532.3804,-650.8607,-658.6146,-22.36505,-649.0739,-702.866,-687.9683,259.2983,-702.3126,-658.4804,-682.7318,340.1756,93.66452,-22.45718,-30.00545,592.9534,-20.99536,-73.57896,-58.82335,867.7192,-73.30682,-30.12649,-53.71677
"2025-11-14 02:35:00",164,"NAN",11.94,-281.3231,-531.6587,-650.551,-658.4991,-21.34416,-648.6273,-703.0163,-687.986,259.7115,-702.3184,-658.4144,-682.7068,340.2473,94.36132,-22.07081,-29.86635,593.7821,-20.53918,-73.65232,-58.93155,868.0294,-73.03312,-29.85874,-53.57758
"2025-11-14 02:40:00",165,"NAN",11.94,-281.3412,-531.0176,-650.2427,-658.3993,-18.93157,-648.1232,-703.0665,-688.012,260.0867,-702.3134,-658.3374,-682.7481,340.2137,95.0081,-21.77183,-29.76503,593.6279,-20.00423,-73.45647,-58.73928,868.7199,-73.15248,-29.93013,-53.46972
"2025-11-14 02:45:00",166,"NAN",11.94,-281.3775,-530.4114,-649.9233,-658.2737,-19.9029,-647.6777,-703.1407,-688.056,260.5339,-702.3138,-658.2802,-682.7371,340.3028,95.686,-21.37546,-29.55996,592.8292,-19.52972,-73.60699,-58.85543,868.9973,-72.92129,-29.67917,-53.4889
"2025-11-14 02:50:00",167,"NAN",11.93,-281.4637,-530.1447,-649.6193,-658.1542,-22.79024,-647.229,-703.2566,-688.0922,260.9281,-702.3825,-658.2325,-682.7535,340.3219,95.7924,-20.90842,-29.24277,589.4785,-18.90514,-73.53809,-58.68159,869.6392,-72.92746,-29.44128,-53.39468
"2025-11-14 02:55:00",168,"NAN",11.93,-281.758,-529.9785,-649.3726,-658.0389,-23.05171,-646.7524,-703.3871,-688.1133,261.4098,-702.4384,-658.1746,-682.7646,340.1631,96.72847,-20.71907,-29.107,591.463,-18.36013,-73.98535,-58.58694,870.0717,-72.8791,-29.35679,-53.30125
"2025-11-14 03:00:00",169,"NAN",11.93,-281.6896,-528.2789,-649.1172,-657.9384,-21.40836,-646.2534,-703.7726,-688.1465,261.7571,-702.4523,-658.124,-682.7817,340.0992,98.46957,-20.29771,-28.95422,592.8958,-17.80867,-74.08456,-58.68536,870.4542,-73.10472,-29.1667,-53.26336
"2025-11-14 03:05:00",170,"NAN",11.94,-281.7247,-526.4514,-648.82,-657.8207,-22.34603,-645.7293,-703.8625,-688.17,262.1404,-702.4803,-657.9996,-682.7749,340.1852,100.0476,-19.99684,-28.70024,590.1832,-17.1713,-73.97776,-58.58157,870.9808,-72.91429,-29.09641,-53.08283
"2025-11-14 03:10:00",171,"NAN",11.94,-281.7852,-526.1884,-648.4988,-657.697,-21.2922,-645.1791,-703.9985,-688.1937,262.5242,-702.4973,-657.9436,-682.7734,340.1476,100.1132,-19.61606,-28.675,592.4507,-16.68766,-74.29333,-58.56043,870.5651,-72.96457,-28.9851,-53.26291
"2025-11-14 03:15:00",172,"NAN",11.94,-281.8885,-525.6652,-648.1912,-657.5752,-24.22589,-644.6298,-704.0793,-688.3143,262.5997,-702.5037,-657.8958,-682.7603,340.1032,100.5374,-19.29197,-28.39927,588.9026,-16.1145,-74.14845,-58.67081,871.491,-72.89059,-28.88925,-53.10297
"2025-11-14 03:20:00",173,"NAN",11.94,-281.9559,-524.9348,-647.8985,-657.4584,-29.24673,-644.1028,-704.142,-688.3588,263.1871,-702.551,-657.8482,-682.7604,340.2731,101.7965,-18.91447,-28.16715,582.6334,-15.53625,-74.15626,-58.54396,872.2352,-72.83772,-28.77745,-53.00773
"2025-11-14 03:25:00",174,"NAN",11.94,-281.9897,-523.8196,-647.5975,-657.3412,-30.47903,-643.5587,-704.2263,-688.3831,263.6687,-702.5526,-657.7663,-682.7583,340.2174,102.8005,-18.63657,-28.07307,581.5609,-14.85919,-74.1764,-58.61395,872.6496,-72.68184,-28.56227,-53.00521
"2025-11-14 03:30:00",175,"NAN",11.94,-282.4646,-523.0497,-647.2987,-657.2172,-32.47401,-643.0153,-704.2828,-688.4028,264.0344,-702.5692,-657.6907,-682.7689,339.8506,103.6544,-18.10532,-27.77139,582.5385,-14.22868,-74.02531,-58.49724,873.048,-72.59959,-28.43769,-52.77506
"2025-11-14 03:35:00",176,"NAN",11.94,-282.8425,-522.3023,-646.9781,-657.098,-42.70023,-642.4697,-704.3222,-688.4294,263.9596,-702.5746,-657.6287,-682.7792,339.6104,104.2842,-17.74294,-27.61666,577.9233,-13.65957,-74.07516,-58.4108,872.9525,-72.52537,-28.29385,-52.85691
"2025-11-14 03:40:00",177,"NAN",11.94,-282.8086,-521.5493,-646.6304,-656.9821,-20.26077,-641.9161,-704.438,-688.4621,264.3988,-702.5811,-657.5696,-682.6785,339.8702,105.2836,-17.35903,-27.46357,600.7657,-12.90945,-74.15093,-58.37839,873.598,-72.61957,-28.21433,-52.75881
"2025-11-14 03:45:00",178,"NAN",11.94,-282.8568,-520.8492,-646.3159,-656.8509,-7.189153,-641.332,-704.5005,-688.5114,264.8891,-702.6022,-657.5079,-682.7615,339.7514,105.7281,-16.95529,-27.35756,609.6963,-12.48881,-73.93365,-58.40429,873.937,-72.37725,-28.05758,-52.67296
"2025-11-14 03:50:00",179,"NAN",11.94,-282.7639,-520.7877,-645.9701,-656.7331,-2.187066,-640.7552,-704.5771,-688.5524,265.2145,-702.5871,-657.4672,-682.7664,339.93,106.0399,-16.44864,-27.08151,612.5192,-11.72818,-74.20998,-58.23745,874.512,-72.32597,-27.90185,-52.43786
"2025-11-14 03:55:00",180,"NAN",11.94,-285.3135,-519.9854,-645.6235,-656.6074,0.8082962,-640.1696,-704.6461,-688.5848,264.0413,-702.6061,-657.4138,-682.7653,338.7414,106.8332,-16.18015,-26.90234,612.7822,-11.08171,-74.01006,-58.4362,872.4047,-72.25861,-27.759,-52.45219
"2025-11-14 04:00:00",181,"NAN",11.94,-283.089,-519.6875,-645.402,-656.4933,0.9733123,-639.5952,-704.7192,-688.6058,262.7122,-702.632,-657.3742,-682.7661,339.9837,107.1667,-15.86671,-26.55773,617.5592,-10.45329,-74.1296,-58.17875,873.5558,-72.1916,-27.60973,-52.4096
"2025-11-14 04:05:00",182,"NAN",11.94,-282.5752,-519.3079,-645.1306,-656.3719,5.860257,-638.991,-704.8258,-688.6195,265.3087,-702.6207,-657.3362,-682.7667,340.4758,107.7247,-15.54607,-26.43344,621.179,-9.767581,-73.96202,-58.11999,875.2865,-72.13637,-27.57185,-52.24136
"2025-11-14 04:10:00",183,"NAN",11.94,-282.3962,-518.8611,-644.8423,-656.2476,8.03962,-638.5115,-704.9609,-688.6295,266.3002,-702.6215,-657.2752,-682.75,340.5959,108.2031,-15.09449,-26.19222,622.9647,-9.128805,-74.00948,-58.09035,876.1393,-72.01357,-27.36651,-52.15816
"2025-11-14 04:15:00",184,"NAN",11.94,-282.3746,-518.816,-644.6133,-656.1297,9.224684,-638.0197,-705.0559,-688.6616,266.8468,-702.6284,-657.2243,-682.7338,340.7981,108.0127,-14.69765,-26.04932,623.888,-8.562328,-74.06186,-57.97889,876.5853,-71.96507,-27.19148,-52.04273
"2025-11-14 04:20:00",185,"NAN",11.92,-282.3673,-519.3214,-644.2874,-655.9978,9.925716,-637.4549,-705.1229,-688.6802,267.3544,-702.6258,-657.1565,-682.7426,340.761,107.5933,-14.3756,-25.84328,624.4344,-7.928452,-74.05167,-57.85762,877.0718,-71.88664,-26.99009,-52.04407
"2025-11-14 04:25:00",186,"NAN",11.94,-282.3723,-519.3369,-645.3107,-655.8936,9.952372,-636.8087,-705.1758,-688.7127,267.739,-702.6436,-657.104,-682.7582,340.89,107.9926,-21.3279,-25.79405,624.2556,-7.260098,-74.06692,-57.85488,877.576,-71.77161,-27.07822,-51.92242
"2025-11-14 04:30:00",187,"NAN",11.94,-282.3549,-518.7647,-654.8334,-655.8063,9.699185,-636.1335,-705.2211,-688.7278,268.1113,-702.6443,-657.0413,-682.7477,340.9249,108.5133,-25.78358,-25.54469,623.6291,-6.583287,-74.20612,-57.76419,877.9603,-71.64989,-26.80125,-51.84978
"2025-11-14 04:35:00",188,"NAN",11.94,-282.3997,-518.1375,-657.7138,-655.7021,9.185719,-635.5024,-705.2657,-688.739,268.4204,-702.6504,-656.9659,-682.7454,340.7582,109.532,-28.61629,-25.44371,623.7419,-5.921134,-74.07969,-57.93559,878.2735,-71.87032,-26.78983,-51.75374
"2025-11-14 04:40:00",189,"NAN",11.94,-282.4319,-516.7711,-659.637,-655.5648,8.217878,-634.832,-705.3268,-688.7575,268.7896,-702.6411,-656.9257,-682.7372,340.9488,111.0357,-29.74632,-25.14838,623.162,-5.196099,-74.08552,-57.69733,878.6907,-71.66959,-26.71359,-51.72287
"2025-11-14 04:45:00",190,"NAN",11.94,-282.4898,-515.5748,-660.6721,-655.4417,8.374845,-634.0634,-705.3611,-688.7728,269.1058,-702.6502,-656.8895,-682.73,340.9515,112.0938,-30.62613,-25.02078,623.0442,-4.480381,-74.05119,-57.75866,879.0844,-71.55275,-26.624,-51.73294
"2025-11-14 04:50:00",191,"NAN",11.94,-282.5598,-514.5815,-661.3997,-655.3334,8.656438,-633.3688,-705.4827,-688.8022,269.3768,-702.6766,-656.8412,-682.7356,341.0454,113.1567,-30.93708,-24.68057,624.1141,-3.589488,-73.95341,-57.64421,879.3535,-71.4642,-26.43119,-51.56645
"2025-11-14 04:55:00",192,"NAN",11.94,-282.5751,-514.0045,-661.8455,-655.1818,9.098226,-632.6677,-705.5236,-688.8066,269.6709,-702.6583,-656.7906,-682.7173,341.1101,113.5264,-31.4012,-24.53979,623.8721,-2.721322,-74.01059,-57.58907,879.847,-71.4087,-26.29167,-51.51083
"2025-11-14 05:00:00",193,"NAN",11.94,-282.649,-513.7458,-662.3795,-655.0598,8.08914,-631.9798,-705.5986,-688.8335,269.9245,-702.6638,-656.7431,-682.7116,341.0491,113.7892,-31.88985,-24.42266,621.4308,-2.212907,-74.00504,-57.60388,880.1805,-71.41707,-26.2295,-51.52163
"2025-11-14 05:05:00",194,"NAN",11.94,-282.7047,-513.4791,-662.9119,-654.944,0.9810848,-631.3478,-705.6354,-688.8729,270.3319,-702.6847,-656.6977,-682.7104,339.5153,114.3123,-32.31701,-24.09806,617.757,-1.293121,-73.83228,-57.42733,880.7482,-71.23611,-25.94836,-51.37024
"2025-11-14 05:10:00",195,"NAN",11.92,-286.5863,-512.8439,-663.5306,-654.8445,4.365298,-630.7067,-705.681,-688.8895,270.6425,-702.6774,-656.6467,-682.7122,336.8792,115.2163,-32.88951,-23.98266,620.5606,-0.5683065,-73.74664,-57.26556,881.1777,-71.04859,-25.75781,-51.17678
"2025-11-14 05:15:00",196,"NAN",11.94,-286.6281,-512.0066,-664.0795,-654.6954,4.307831,-630.0568,-705.7125,-688.9059,270.9348,-702.6907,-656.584,-682.7053,337.5944,116.0812,-33.6568,-23.59225,619.9804,0.1965533,-73.70349,-57.39521,881.506,-71.10541,-25.59825,-51.02914
"2025-11-14 05:20:00",197,"NAN",11.93,-288.5082,-511.5596,-665.7861,-654.5609,3.782272,-629.4305,-705.7692,-688.9394,271.3106,-702.7203,-656.5413,-682.6904,337.196,116.219,-35.10773,-23.52299,620.2728,0.7004309,-73.90118,-57.38798,881.7742,-71.08771,-25.66809,-51.13375
"2025-11-14 05:25:00",198,"NAN",11.94,-285.4805,-511.3326,-666.5966,-654.4374,5.425972,-628.7799,-705.8571,-688.9545,271.6938,-702.7009,-656.4894,-682.6879,339.4124,116.803,-35.57451,-23.18311,621.1266,1.581015,-73.66277,-56.93965,882.3067,-70.82193,-25.4594,-50.79411
"2025-11-14 05:30:00",199,"NAN",11.94,-284.5056,-511.0113,-667.3583,-654.3118,2.509625,-628.1522,-705.9106,-688.9778,271.8468,-702.717,-656.4587,-682.6808,340.1498,117.3209,-36.06406,-23.06627,617.7439,2.226167,-73.68209,-57.21381,882.5543,-70.82661,-25.18809,-50.75735
"2025-11-14 05:35:00",200,"NAN",11.94,-283.7372,-510.315,-667.8121,-654.1827,-1.393066,-627.5159,-705.9425,-689.0181,272.2526,-702.7136,-656.4032,-682.6127,340.7818,117.9317,-36.61652,-22.83035,613.9111,2.899918,-73.65117,-57.18139,882.8514,-70.86112,-25.21101,-50.68542
"2025-11-14 05:40:00",201,"NAN",11.94,-283.3779,-509.9227,-668.296,-654.0283,2.918852,-626.9194,-705.9706,-689.0436,272.5284,-702.7191,-656.3527,-682.5425,341.146,118.4142,-37.00105,-22.65988,620.8226,3.547486,-73.68491,-57.03185,883.2887,-70.62846,-25.028,-50.58547
"2025-11-14 05:45:00",202,"NAN",11.94,-283.2198,-509.485,-668.6478,-653.8702,7.217586,-626.3411,-705.9982,-689.0504,272.8358,-702.7254,-656.2949,-682.5303,341.2741,118.1617,-37.19179,-22.51195,623.61,4.121608,-73.70146,-56.9418,883.5294,-70.64833,-24.90728,-50.57302
"2025-11-14 05:50:00",203,"NAN",11.94,-283.1957,-510.212,-669.2321,-653.7277,7.257283,-625.7649,-706.0416,-689.0975,272.8753,-702.7327,-656.2598,-682.5443,341.3645,118.1283,-37.67098,-22.15809,624.9166,4.929884,-73.60745,-56.84766,883.7635,-70.43494,-24.87995,-50.37151
"2025-11-14 05:55:00",204,"NAN",11.94,-283.1747,-510.0389,-669.7892,-653.587,9.770501,-625.5644,-706.1853,-689.1047,273.2204,-702.7383,-656.2111,-682.5642,341.4582,118.4373,-37.99813,-21.9595,626.3004,4.733683,-73.62502,-56.90842,884.2032,-70.51644,-24.78415,-50.44596
"2025-11-14 06:00:00",205,"NAN",11.94,-283.1463,-509.6223,-670.3597,-653.4462,9.345353,-625.3812,-706.2192,-689.1348,273.6074,-702.7567,-656.1601,-682.5165,341.594,119.0816,-38.63868,-21.84809,623.3915,5.186061,-73.60952,-56.89534,884.5204,-70.43282,-24.65915,-50.23114
"2025-11-14 06:05:00",206,"NAN",11.94,-283.0837,-508.5122,-670.9446,-653.3073,4.911071,-626.3606,-706.2592,-689.1564,273.9536,-702.749,-656.0955,-682.5292,341.7348,120.2463,-39.21914,-21.58876,619.8588,1.771759,-73.59084,-56.7422,884.8884,-70.44243,-24.61755,-50.23143
"2025-11-14 06:10:00",207,"NAN",11.94,-282.9466,-507.4406,-671.5403,-653.1741,1.649888,-630.5344,-706.2759,-689.1685,274.2573,-702.7477,-656.0571,-682.4468,341.7023,121.39,-39.74062,-21.49249,615.9113,-0.5714066,-73.68753,-56.89336,885.4659,-70.36224,-24.44878,-50.07151
"2025-11-14 06:15:00",208,"NAN",11.94,-283.0562,-506.6085,-671.8907,-653.047,-8.209849,-631.5701,-706.3152,-689.175,274.6498,-702.7295,-656.0096,-682.6062,341.7285,122.227,-40.05531,-21.31953,608.933,-0.8354087,-73.63118,-56.80305,885.7717,-70.36874,-24.35621,-50.21064
"2025-11-14 06:20:00",209,"NAN",11.94,-283.0449,-505.5995,-672.1415,-652.9323,-7.123883,-631.4233,-706.3424,-689.1805,274.9408,-702.7451,-655.9575,-682.444,341.9552,123.1593,-40.06714,-21.0104,611.5229,-0.3849507,-73.51566,-56.67299,886.184,-70.2394,-24.22174,-50.09093
"2025-11-14 06:25:00",210,"NAN",11.94,-283.0531,-504.7709,-672.4593,-652.7886,-2.846645,-630.788,-706.379,-689.2089,275.2725,-702.7581,-655.9105,-682.4983,341.9219,124.0603,-40.31124,-20.86576,613.9158,0.4742204,-73.57227,-56.72139,886.5184,-70.21671,-24.11454,-50.06409
"2025-11-14 06:30:00",211,"NAN",11.92,-283.0606,-504.2918,-672.7739,-652.6372,-5.822109,-629.8985,-706.3862,-689.2161,275.6035,-702.7603,-655.8481,-682.4159,341.8705,124.4485,-40.63396,-20.7043,610.2281,1.358545,-73.44566,-56.56707,887.0057,-70.23794,-24.02537,-50.09599
"2025-11-14 06:35:00",212,"NAN",11.94,-283.1689,-503.6776,-673.0318,-652.4827,-4.209827,-628.9249,-706.3904,-689.2213,275.9379,-702.7169,-655.7911,-682.6014,341.9749,125.1715,-40.70038,-20.40116,613.6811,2.426942,-73.39167,-56.54079,887.3029,-70.05196,-23.81028,-49.67021
"2025-11-14 06:40:00",213,"NAN",11.94,-283.1598,-503.0757,-673.3029,-652.3443,-2.154747,-627.9006,-706.4211,-689.2454,276.2455,-702.7135,-655.7554,-682.622,342.0567,125.8753,-40.92584,-20.28813,614.8702,3.526799,-73.27399,-56.46719,887.5641,-69.99737,-23.71932,-49.89421
"2025-11-14 06:45:00",214,"NAN",11.94,-283.1594,-502.3816,-673.5767,-652.184,-0.852729,-626.8699,-706.4822,-689.253,276.5709,-702.6995,-655.7022,-682.4606,341.983,126.2584,-41.23659,-20.06363,615.8951,4.560119,-73.32001,-56.41918,888.073,-69.7646,-23.57969,-49.77623
