"TOA5","Compass_MSM_Buoy","CR1000X","29515","CR1000X.Std.06.02","CPU:COMPASS_v3.4.CR1X","43155","ExoTable"
"TIMESTAMP","RECORD","PB","Statname","Date","Time","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_uScm","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn","TSS_MgL","ORP_mv","TDS_mg_L","Vertical_Position_m","Turbidity_FNU","Turbidity_Raw"
2024-04-01 20:30:00,14756,407,Compass_MSM_407_BuoyBob,40124,202422,12.31,43.23,11.6,16.38,99.68,98.52,9.98,0,9.46,16.111,1.14,7.66,-60.92,12.647,1.422,5.29,11.85,49.88,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,104.12,10474.07,1.423,2.49,0.07
2024-04-01 20:45:00,14757,407,Compass_MSM_407_BuoyBob,40124,203922,12.301,43.2,11.6,16.38,99.53,98.36,9.97,0,9.46,16.106,1.14,7.67,-61.03,12.632,1.422,5.29,11.88,47.5,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,97.99,10471.48,1.421,2.25,0.06
2024-04-01 21:00:00,14758,407,Compass_MSM_407_BuoyBob,40124,205422,12.314,42.78,11.48,16.4,99.79,98.63,10,0,9.48,16.128,1.15,7.67,-61.42,12.617,1.421,5.29,11.91,46.65,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,96.2,10484.1,1.421,2.35,0.07
2024-04-01 21:15:00,14759,407,Compass_MSM_407_BuoyBob,40124,210922,12.312,42.83,11.49,16.4,99.55,98.38,9.97,0,9.48,16.131,1.15,7.68,-61.57,12.606,1.418,5.29,11.87,52.59,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,88.11,10485.21,1.418,2.35,0.07
2024-04-01 21:30:00,14760,407,Compass_MSM_407_BuoyBob,40124,212422,12.318,42.76,11.48,16.41,99.46,98.3,9.96,0,9.48,16.133,1.14,7.67,-61.06,12.618,1.421,5.29,11.9,47.79,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,88.4,10486.08,1.421,2.4,0.07
2024-04-01 21:45:00,14761,407,Compass_MSM_407_BuoyBob,40124,213922,12.298,43.02,11.55,16.39,99.33,98.17,9.96,0,9.47,16.12,1.14,7.68,-61.68,12.588,1.418,5.29,11.86,48.67,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,92.74,10478.4,1.418,2.23,0.06
2024-04-01 22:00:00,14762,407,Compass_MSM_407_BuoyBob,40124,215422,12.306,43.02,11.55,16.41,99.2,98.04,9.95,0,9.48,16.137,1.14,7.67,-61.48,12.571,1.422,5.29,11.88,46.41,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,95.58,10488.68,1.422,2.4,0.07
2024-04-01 22:15:00,14763,407,Compass_MSM_407_BuoyBob,40124,220922,12.301,42.94,11.53,16.41,99,97.84,9.93,0,9.48,16.136,1.14,7.67,-61.29,12.556,1.421,5.29,11.83,46.94,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,96.05,10490.3,1.422,2.24,0.06
2024-04-01 22:30:00,14764,407,Compass_MSM_407_BuoyBob,40124,222422,12.263,43.41,11.65,16.37,99,97.84,9.94,0,9.46,16.098,1.14,7.66,-60.85,12.528,1.421,5.29,11.88,48.85,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,98.55,10463.79,1.42,2.17,0.06
2024-04-01 22:45:00,14765,407,Compass_MSM_407_BuoyBob,40124,223922,12.165,45.29,12.17,16.24,98.28,97.13,9.87,0,9.38,15.971,1.15,7.64,-59.53,12.521,1.422,5.29,11.82,49.13,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,98.64,10383.52,1.422,2.15,0.06
2024-04-01 23:00:00,14766,407,Compass_MSM_407_BuoyBob,40124,225422,12.046,47.04,12.64,16.07,97.78,96.64,9.82,0,9.27,15.798,1.15,7.61,-58.15,12.565,1.418,5.29,11.81,47.81,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,100.37,10269.97,1.419,2.05,0.06
2024-04-01 23:15:00,14767,407,Compass_MSM_407_BuoyBob,40124,230922,12.021,47.65,12.81,16.03,97.44,96.3,9.78,0,9.24,15.761,1.15,7.61,-57.69,12.575,1.42,5.29,11.8,48.33,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,102.41,10245.25,1.42,2.13,0.06
2024-04-01 23:30:00,14768,407,Compass_MSM_407_BuoyBob,40124,232422,12.005,47.82,12.86,16.01,96.98,95.85,9.74,0,9.23,15.74,1.15,7.6,-57.15,12.577,1.418,5.29,11.79,49.58,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,101.14,10230.97,1.418,2.04,0.06
2024-04-01 23:45:00,14769,407,Compass_MSM_407_BuoyBob,40124,233922,11.98,48.38,13.01,15.99,97.09,95.96,9.76,0,9.22,15.719,1.15,7.6,-57.19,12.546,1.421,5.29,11.8,55.06,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,99.98,10217.07,1.421,2.11,0.06
2024-04-02 00:00:00,14770,407,Compass_MSM_407_BuoyBob,40124,235422,11.89,49.83,13.41,15.86,96.87,95.74,9.73,0,9.14,15.594,1.15,7.58,-56.05,12.565,1.417,5.29,11.79,47.38,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,94.73,10134.59,1.417,2.12,0.06
2024-04-02 00:15:00,14771,407,Compass_MSM_407_BuoyBob,40224,922,11.827,51.05,13.74,15.77,96.6,95.47,9.71,0,9.08,15.506,1.14,7.57,-55.84,12.575,1.421,5.29,11.83,51.83,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,97.25,10080.47,1.421,1.97,0.06
2024-04-02 00:30:00,14772,407,Compass_MSM_407_BuoyBob,40224,2422,11.724,52.96,14.26,15.62,95.93,94.81,9.64,0,8.99,15.361,1.15,7.55,-54.81,12.603,1.425,5.29,11.84,48.62,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,105.27,9982.47,1.425,1.93,0.06
2024-04-02 00:45:00,14773,407,Compass_MSM_407_BuoyBob,40224,3922,11.719,53.02,14.28,15.62,95.98,94.85,9.65,0,8.99,15.358,1.14,7.55,-54.57,12.596,1.419,5.29,11.76,47.96,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,101.86,9985.43,1.419,1.92,0.06
2024-04-02 01:00:00,14774,407,Compass_MSM_407_BuoyBob,40224,5422,11.634,54.16,14.59,15.5,95.63,94.51,9.62,0,8.92,15.245,1.14,7.54,-53.98,12.6,1.419,5.29,11.75,47.69,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,98.7,9911.8,1.419,1.82,0.05
2024-04-02 01:15:00,14775,407,Compass_MSM_407_BuoyBob,40224,10922,11.632,54.08,14.57,15.5,95.16,94.05,9.57,0,8.92,15.246,1.14,7.53,-53.37,12.588,1.414,5.29,11.79,46.84,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,100.73,9907.57,1.414,1.97,0.06
2024-04-02 01:30:00,14776,407,Compass_MSM_407_BuoyBob,40224,12422,11.537,55.7,15.01,15.38,95.02,93.9,9.56,0,8.84,15.121,1.14,7.52,-53.14,12.59,1.412,5.29,11.81,46.88,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,93.59,9829.9,1.412,1.97,0.06
2024-04-02 01:45:00,14777,407,Compass_MSM_407_BuoyBob,40224,13922,11.526,55.98,15.09,15.36,94.31,93.21,9.49,0,8.83,15.104,1.14,7.51,-52.62,12.599,1.41,5.29,11.75,47.5,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,88.08,9816.41,1.41,1.97,0.06
2024-04-02 02:00:00,14778,407,Compass_MSM_407_BuoyBob,40224,15422,11.499,56.64,15.27,15.32,93.5,92.4,9.41,0,8.8,15.063,1.15,7.51,-52.09,12.613,1.409,5.28,11.81,48.36,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,92,9791.48,1.409,1.76,0.05
2024-04-02 02:15:00,14779,407,Compass_MSM_407_BuoyBob,40224,20922,11.418,57.68,15.55,15.21,93.14,92.05,9.37,0,8.73,14.955,1.15,7.5,-51.79,12.616,1.404,5.29,11.73,49.04,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,90.77,9722.85,1.404,1.55,0.05
2024-04-02 02:30:00,14780,407,Compass_MSM_407_BuoyBob,40224,22422,11.439,57.25,15.44,15.25,93.41,92.32,9.41,0,8.76,14.997,1.15,7.48,-50.77,12.58,1.402,5.29,11.72,49.72,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,96.69,9747.84,1.402,1.97,0.06
2024-04-02 02:45:00,14781,407,Compass_MSM_407_BuoyBob,40224,23922,11.421,57.56,15.52,15.23,92.81,91.72,9.35,0,8.75,14.975,1.14,7.47,-50.21,12.575,1.403,5.29,11.74,49.23,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,105.73,9733.75,1.403,1.86,0.06
2024-04-02 03:00:00,14782,407,Compass_MSM_407_BuoyBob,40224,25422,11.59,55.28,14.9,15.48,92.4,91.32,9.31,0,8.9,15.221,1.15,7.47,-49.95,12.511,1.402,5.29,11.73,49.11,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,96.12,9895.04,1.402,2.03,0.06
2024-04-02 03:15:00,14783,407,Compass_MSM_407_BuoyBob,40224,30922,11.592,55.3,14.9,15.49,92.06,90.98,9.28,0,8.91,15.235,1.14,7.47,-49.97,12.481,1.399,5.29,11.78,47.9,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,99.53,9907.9,1.399,1.86,0.06
2024-04-02 03:30:00,14784,407,Compass_MSM_407_BuoyBob,40224,32422,11.626,54.55,14.7,15.55,91.88,90.81,9.27,0,8.94,15.286,1.14,7.47,-49.88,12.466,1.398,5.29,11.73,48.08,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,98.02,9939.37,1.398,2.01,0.06
2024-04-02 03:45:00,14785,407,Compass_MSM_407_BuoyBob,40224,33922,11.666,53.86,14.51,15.59,92.02,90.95,9.27,0,8.97,15.33,1.14,7.47,-50.24,12.485,1.399,5.29,11.78,48.89,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,90.14,9964.03,1.399,1.98,0.06
2024-04-02 04:00:00,14786,407,Compass_MSM_407_BuoyBob,40224,35422,11.644,54.66,14.73,15.58,92.02,90.94,9.28,0,8.96,15.319,1.14,7.47,-50.04,12.44,1.404,5.29,11.72,48.55,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,97.02,9949.2,1.404,2.03,0.06
2024-04-02 04:15:00,14787,407,Compass_MSM_407_BuoyBob,40224,40922,11.675,53.53,14.42,15.63,92.22,91.14,9.3,0,8.99,15.365,1.14,7.48,-50.6,12.428,1.4,5.29,11.71,50.25,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,101.75,9983.81,1.4,2.01,0.06
2024-04-02 04:30:00,14788,407,Compass_MSM_407_BuoyBob,40224,42422,11.749,52.68,14.19,15.72,92.05,90.97,9.28,0,9.05,15.453,1.15,7.47,-50.02,12.446,1.406,5.29,11.71,50.46,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,104.2,10043.17,1.405,2.05,0.06
2024-04-02 04:45:00,14789,407,Compass_MSM_407_BuoyBob,40224,43922,11.76,51.89,13.97,15.76,91.95,90.87,9.28,0,9.07,15.495,1.14,7.49,-51.01,12.38,1.413,5.29,11.72,47.77,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.72,10073.56,1.414,2.01,0.06
2024-04-02 05:00:00,14790,407,Compass_MSM_407_BuoyBob,40224,45422,11.775,51.56,13.88,15.79,91.77,90.7,9.27,0,9.09,15.526,1.15,7.48,-50.72,12.349,1.412,5.29,11.71,47.08,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,107.31,10109.72,1.414,2.03,0.06
2024-04-02 05:15:00,14791,407,Compass_MSM_407_BuoyBob,40224,50922,11.886,49.64,13.36,15.96,91.88,90.8,9.28,0,9.2,15.69,1.14,7.5,-51.61,12.306,1.408,5.29,11.77,46.94,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,107.05,10202,1.408,2.11,0.06
2024-04-02 05:30:00,14792,407,Compass_MSM_407_BuoyBob,40224,52422,11.898,49,13.18,15.98,91.96,90.89,9.29,0,9.21,15.713,1.14,7.5,-52.02,12.291,1.406,5.29,11.71,47.22,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,104.37,10217.96,1.407,2.29,0.07
2024-04-02 05:45:00,14793,407,Compass_MSM_407_BuoyBob,40224,53922,12.052,46.01,12.37,16.21,91.81,90.73,9.28,0,9.35,15.933,1.14,7.52,-52.95,12.247,1.417,5.29,11.78,47.97,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,106.2,10333.58,1.417,2.31,0.07
2024-04-02 06:00:00,14794,407,Compass_MSM_407_BuoyBob,40224,55422,12.024,46.31,12.44,16.18,91.79,90.72,9.28,0,9.33,15.905,1.15,7.52,-52.79,12.223,1.387,5.29,11.72,52.68,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,108.6,10387.73,1.388,2.44,0.07
2024-04-02 06:15:00,14795,407,Compass_MSM_407_BuoyBob,40224,60922,12.018,46.38,12.46,16.18,91.98,90.9,9.31,0,9.33,15.907,1.15,7.53,-53.2,12.202,1.404,5.29,11.71,48.91,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,109.52,10334.49,1.403,2.31,0.07
2024-04-02 06:30:00,14796,407,Compass_MSM_407_BuoyBob,40224,62422,12.1,44.13,11.85,16.3,92.3,91.22,9.34,0,9.41,16.029,1.15,7.55,-54.3,12.169,1.42,5.28,11.71,47.64,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,110.5,10417.43,1.42,2.43,0.07
2024-04-02 06:45:00,14797,407,Compass_MSM_407_BuoyBob,40224,63922,12.085,45.27,12.16,16.28,92.49,91.41,9.36,0,9.39,16.003,1.15,7.54,-53.82,12.18,1.423,5.28,11.74,49.6,# sn  21H101649  #,ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103379,0,110.53,10399.78,1.421,2.39,0.07
2024-04-02 07:00:00,14798,407,Compass_MSM_407_BuoyBob,40224,65422,12.107,44.86,12.05,16.31,92.48,91.4,9.36,0,9.41,16.037,1.13,7.53,-53.6,12.171,1.431,5.29,11.72,51.25,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,110.83,10423.93,1.43,2.44,0.07
2024-04-02 07:15:00,14799,407,Compass_MSM_407_BuoyBob,40224,70922,12.178,43.96,11.8,16.42,92.57,91.49,9.37,0,9.48,16.143,1.14,7.55,-54.47,12.14,1.426,5.29,11.71,49.22,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,111.72,10490.25,1.426,2.46,0.07
2024-04-02 07:30:00,14800,407,Compass_MSM_407_BuoyBob,40224,72422,12.157,44.18,11.86,16.4,92.44,91.36,9.36,0,9.47,16.119,0.93,7.54,-53.85,12.133,1.434,5.29,11.71,53.79,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,112.06,10477.22,1.439,2.57,0.07
2024-04-02 07:45:00,14801,407,Compass_MSM_407_BuoyBob,40224,73922,12.213,43.5,11.68,16.48,92.68,91.6,9.38,0,9.52,16.197,1.15,7.55,-54.69,12.121,1.45,5.29,11.73,47.74,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,112.9,10526.27,1.453,2.6,0.07
2024-04-02 08:00:00,14802,407,Compass_MSM_407_BuoyBob,40224,75422,12.241,42.58,11.43,16.53,92.74,91.66,9.39,0,9.55,16.247,0.74,7.56,-54.84,12.092,1.458,5.29,11.74,50.96,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,112.81,10560.67,1.443,2.72,0.08
2024-04-02 08:15:00,14803,407,Compass_MSM_407_BuoyBob,40224,80921,12.291,41.98,11.26,16.6,93.2,92.11,9.44,0,9.59,16.322,1.15,7.58,-56.23,12.065,1.445,5.29,11.85,48.9,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,112.27,10612.36,1.447,2.89,0.08
2024-04-02 08:30:00,14804,407,Compass_MSM_407_BuoyBob,40224,82421,12.31,40.81,10.94,16.65,93.54,92.45,9.48,0,9.62,16.365,0.93,7.59,-56.82,12.027,1.445,5.28,11.89,50.57,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,110.96,10636.98,1.441,2.9,0.08
2024-04-02 08:45:00,14805,407,Compass_MSM_407_BuoyBob,40224,83921,12.29,40.93,10.98,16.63,94.13,93.03,9.55,0,9.61,16.35,1.15,7.61,-57.99,11.998,1.439,5.29,12,49.94,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,111.54,10640.89,1.44,2.69,0.08
2024-04-02 09:00:00,14806,407,Compass_MSM_407_BuoyBob,40224,85421,12.354,39.33,10.54,16.75,94.72,93.61,9.62,0,9.68,16.465,1.14,7.64,-59.34,11.93,1.438,5.29,11.99,62.14,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,111.56,10702.11,1.437,2.8,0.08
2024-04-02 09:15:00,14807,407,Compass_MSM_407_BuoyBob,40224,90922,12.36,39.28,10.52,16.77,94.99,93.88,9.65,0,9.7,16.482,1.14,7.66,-60.42,11.905,1.427,5.29,12.19,48.89,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,110.68,10716.04,1.427,2.77,0.08
2024-04-02 09:30:00,14808,407,Compass_MSM_407_BuoyBob,40224,92421,12.374,38.91,10.42,16.79,95.5,94.39,9.71,0,9.71,16.507,1.18,7.67,-60.91,11.896,1.422,5.29,12.36,44.75,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,108.87,10244.53,1.421,2.77,0.08
2024-04-02 09:45:00,14809,407,Compass_MSM_407_BuoyBob,40224,93921,12.336,39.64,10.62,16.73,95.57,94.45,9.71,0,9.67,16.442,1.15,7.66,-60.51,11.924,1.411,5.29,12.42,54.91,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,106.07,10701.22,1.406,2.6,0.07
2024-04-02 10:00:00,14810,407,Compass_MSM_407_BuoyBob,40224,95422,12.354,39.52,10.59,16.75,95.59,94.47,9.71,0,9.68,16.465,1.14,7.66,-60.58,11.928,1.402,5.28,12.53,47.23,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,99.5,10701.95,1.405,2.57,0.07
2024-04-02 10:15:00,14811,407,Compass_MSM_407_BuoyBob,40224,100921,12.344,39.56,10.6,16.73,95.85,94.73,9.73,0,9.67,16.447,1.14,7.66,-60.68,11.939,1.403,5.29,12.62,49.16,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,102.13,10689.71,1.403,2.72,0.08
2024-04-02 10:30:00,14812,407,Compass_MSM_407_BuoyBob,40224,102421,12.349,39.43,10.56,16.74,96.02,94.89,9.75,0,9.68,16.453,1.16,7.66,-60.86,11.941,1.41,5.29,12.63,48.01,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,99.03,10694.42,1.407,2.73,0.08
2024-04-02 10:45:00,14813,407,Compass_MSM_407_BuoyBob,40224,103921,12.348,39.7,10.64,16.73,96.04,94.91,9.75,0,9.67,16.445,1.14,7.66,-60.84,11.955,1.411,5.29,12.55,49.14,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,96.8,10689.88,1.41,2.75,0.08
2024-04-02 11:00:00,14814,407,Compass_MSM_407_BuoyBob,40224,105421,12.346,39.75,10.65,16.72,96.36,95.23,9.78,0,9.66,16.433,1.14,7.67,-61.01,11.979,1.397,5.29,13,50.03,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,95.32,10681.51,1.396,2.57,0.07
2024-04-02 11:15:00,14815,407,Compass_MSM_407_BuoyBob,40224,110921,12.355,39.48,10.58,16.73,96.65,95.52,9.8,0,9.67,16.442,1.15,7.68,-61.45,11.988,1.389,5.28,12.66,54.31,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,90.48,10686.16,1.39,2.64,0.07
2024-04-02 11:30:00,14816,407,Compass_MSM_407_BuoyBob,40224,112421,12.345,39.7,10.64,16.7,96.46,95.34,9.78,0,9.66,16.419,1.15,7.67,-61,12.009,1.386,5.29,12.78,46.9,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,87.19,10673.28,1.387,2.57,0.07
2024-04-02 11:45:00,14817,407,Compass_MSM_407_BuoyBob,40224,113921,12.343,39.99,10.72,16.69,96.42,95.29,9.77,0,9.65,16.408,1.16,7.67,-60.89,12.029,1.379,5.29,13.15,48.11,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,87.6,10664.4,1.379,2.48,0.07
2024-04-02 12:00:00,14818,407,Compass_MSM_407_BuoyBob,40224,115421,12.335,40.01,10.72,16.67,97.19,96.05,9.84,0,9.63,16.383,1.15,7.68,-61.48,12.064,1.38,5.29,13.28,48.04,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,89.84,10648.4,1.382,2.4,0.07
