"TOA5","Compass_MSM_Buoy","CR1000X","29515","CR1000X.Std.06.02","CPU:COMPASS_v3.4.CR1X","43155","ExoTable"
"TIMESTAMP","RECORD","PB","Statname","Date","Time","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_uScm","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn","TSS_MgL","ORP_mv","TDS_mg_L","Vertical_Position_m","Turbidity_FNU","Turbidity_Raw"
"TS","RN","","","mmddyy","hhmmss","uS/cm","QSU","RFU","uS/cm","%Sat","%SatLocal","mg/L","psia","ppt","uS/cm","mv","pH","mv","Celsius","meters","volts","volts","ma","","","mg/L","mv","mg/L","m","FNU","na"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
2023-08-24 15:15:00,0,407,Compass_MSM_407_BuoyBob,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NA,NA,NAN,NAN,NAN,NAN,NAN,NAN
2023-08-24 15:30:00,1,407,Compass_MSM_407_BuoyBob,82423,162504,-0,-1.22,-0.44,-0,100.19,99.73,8.55,0,-0,-0,1.18,7.88,-69.74,23.3,0.131,5.94,11.11,0.33,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,161.63,-0.15,0.131,22.12,0.55
2023-08-24 15:45:00,2,407,Compass_MSM_407_BuoyBob,82423,164004,-0,-1.18,-0.43,-0,100.24,99.78,8.56,0,-0,-0,1.18,7.9,-70.95,23.222,0.135,5.95,11.1,0.33,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,156.37,-0.15,0.135,22.55,0.56
2023-08-24 16:00:00,3,407,Compass_MSM_407_BuoyBob,82423,165504,-0,-1.34,-0.48,-0,100.23,99.77,8.57,0,-0,-0,1.18,7.88,-70.01,23.201,0.136,5.95,11.1,0.33,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,153.07,-0.15,0.136,22.69,0.56
2023-08-24 16:15:00,4,407,Compass_MSM_407_BuoyBob,82423,171004,-0,-1.33,-0.47,-0,100.25,99.79,8.57,0,-0,-0,1.18,7.86,-68.8,23.191,0.136,5.95,11.11,0.33,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,150.62,-0.15,0.136,22.76,0.56
2023-08-24 16:30:00,5,407,Compass_MSM_407_BuoyBob,82423,172504,-0,-1.2,-0.44,-0,100.19,99.72,8.57,0,-0,-0,1.18,7.84,-67.7,23.168,0.137,5.95,11.12,0.33,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,148.41,-0.15,0.137,22.72,0.56
2023-08-24 16:45:00,6,407,Compass_MSM_407_BuoyBob,82423,174004,-0,-1.23,-0.44,-0,100.18,99.71,8.57,0,-0,-0,1.18,7.83,-66.72,23.137,0.137,5.96,11.14,0.33,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,145.62,-0.15,0.137,22.69,0.56
2023-08-24 17:30:00,7,407,Compass_MSM_407_BuoyBob,82423,182505,-0,-1.28,-0.46,-0,100.18,99.72,8.58,0,-0,-0,1.18,7.78,-63.56,23.054,0.139,5.96,11.2,0.33,# sn  21H101648  #,# ssn  21H101648  #,0,144.46,-0.14,0.139,26.32,0.65
2023-08-25 09:00:00,8,407,Compass_MSM_407_BuoyBob,82523,95503,-0,-1.66,-0.58,-0,99.54,99.08,8.49,0,-0,-0,1.18,8,-76.91,23.335,0.054,5.93,11.64,0.32,# sn  21H101648  #,# ssn  21H105242 21F102075 21F100899 22M100503 21F100693 21J104322 21E103,0,151.8,0.02,0.054,30.69,0.76
