"TOA5","COMPASS_GCW_TR_432","CR1000X","75736","CR1000X.8.4.0","CPU:COMPASS_v4-052425.CR1X","52317","Redox15"
"TIMESTAMP","RECORD","Statname","BattV","RedoxRa(1)","RedoxRa(2)","RedoxRa(3)","RedoxRa(4)","RedoxRa(5)","RedoxRa(6)","RedoxRa(7)","RedoxRa(8)","RedoxRa(9)","RedoxRa(10)","RedoxRa(11)","RedoxRa(12)","RedoxRb(1)","RedoxRb(2)","RedoxRb(3)","RedoxRb(4)","RedoxRb(5)","RedoxRb(6)","RedoxRb(7)","RedoxRb(8)","RedoxRb(9)","RedoxRb(10)","RedoxRb(11)","RedoxRb(12)"
"2025-11-21 16:15:00",12,"NAN",13.83,622.0086,-74.15718,150.9129,-8.88858,489.5738,424.6838,-278.0513,-86.82661,719.5947,492.6948,-127.2646,22.22459,607.3547,-87.26023,137.4323,-20.75021,475.0936,411.0041,-294.1593,-100.5586,707.5619,478.919,-142.0555,8.999438
"2025-11-21 16:30:00",13,"NAN",13.81,622.6951,-69.54128,152.1911,-8.214958,490.2086,425.6188,-277.5201,-85.0838,720.5626,493.8349,-126.8234,23.14853,605.5187,-86.98695,135.5594,-23.33934,472.2324,408.4451,-297.1082,-102.8231,705.0682,476.5363,-143.5894,6.926608
"2025-11-21 16:45:00",14,"NAN",13.82,623.4061,-69.74918,153.9135,-6.667413,491.3144,427.3161,-276.67,-86.30878,721.5264,494.5915,-126.9459,23.56867,603.4176,-88.805,134.3813,-24.78609,470.5943,407.3667,-298.8734,-106.6045,703.6293,474.5796,-146.2235,4.428051
"2025-11-21 17:00:00",15,"NAN",13.82,622.3949,-68.45615,153.6925,-7.477551,490.8037,426.9924,-277.3707,-88.50232,721.4119,494.6355,-122.9725,24.34731,600.8705,-90.76889,132.291,-27.14432,468.1809,405.2134,-301.8495,-110.903,701.5218,472.0602,-146.3275,2.273617
"2025-11-21 17:15:00",16,"NAN",13.82,622.7996,-71.2661,153.7226,-7.663956,490.6672,427.0822,-277.808,-89.43749,721.8028,494.908,-123.4923,24.44103,596.0491,-98.35284,127.6644,-32.18048,463.8533,400.8882,-306.9445,-117.1902,697.4101,467.1938,-152.5084,-3.683389
"2025-11-21 17:30:00",17,"NAN",13.82,622.6884,-73.61137,154.623,-6.85379,491.0796,427.886,-277.4722,-89.92415,721.8146,494.569,-124.7394,23.5367,590.7405,-107.0473,123.1136,-36.83196,459.0868,397.022,-311.7898,-122.326,692.6351,462.9488,-157.0488,-7.678034
"2025-11-21 17:45:00",18,"NAN",13.82,621.6865,-73.61987,154.2317,-7.550273,490.4539,427.8328,-278.2145,-93.81219,721.2119,493.4434,-123.8587,22.47667,589.3005,-107.8247,121.5244,-38.6553,457.0702,395.1772,-314.0457,-127.6893,690.7679,460.7144,-157.1068,-9.601253
"2025-11-21 18:00:00",19,"NAN",13.83,621.5925,-71.47256,154.4778,-7.490717,489.4261,428.1023,-278.5909,-98.7314,720.9338,493.5438,-123.2952,22.70033,589.5229,-104.681,122.3932,-38.27908,456.3581,395.5786,-314.4467,-130.7873,690.4009,460.4789,-158.0939,-9.911858
"2025-11-21 18:15:00",20,"NAN",13.82,620.7216,-71.96812,154.2013,-7.878969,489.3959,428.0748,-278.962,-95.07283,721.0846,493.4619,-124.5057,22.93129,587.1741,-106.2372,120.8726,-40.33074,455.3549,394.4515,-315.999,-129.4718,690.123,459.5993,-159.2457,-11.16516
"2025-11-21 18:30:00",21,"NAN",13.83,619.7636,-70.66695,153.7501,-8.666792,488.999,427.3994,-279.9292,-94.28992,720.33,492.7228,-123.9616,22.20226,585.2343,-106.7451,118.8444,-42.30904,453.3767,392.3142,-318.3188,-129.5462,688.0476,457.6452,-160.5801,-12.92542
"2025-11-21 18:45:00",22,"NAN",13.83,619.734,-73.67948,154.2467,-8.424973,489.0896,427.8358,-279.7063,-96.80112,720.6165,492.9404,-124.3572,22.11363,582.9611,-111.005,117.373,-43.91553,451.6319,391.1165,-320.2164,-133.9459,686.2056,456.1425,-162.2408,-14.33856
"2025-11-21 19:00:00",23,"NAN",13.83,619.6299,-73.00614,154.7919,-7.813281,489.4742,428.9036,-279.3445,-92.25334,721.3768,493.6202,-124.0745,22.42773,582.4993,-113.7005,117.0755,-44.48248,450.7963,390.4332,-321.5414,-131.8173,684.9767,454.6217,-164.1151,-16.52802
"2025-11-21 19:15:00",24,"NAN",13.83,619.3214,-77.40546,154.3662,-8.871091,487.8483,428.1843,-280.4194,-92.66811,720.382,492.3705,-125.4288,21.71434,579.9581,-118.0619,114.4674,-47.39929,447.7123,388.1394,-324.3017,-134.492,682.7869,452.1924,-167.7343,-19.27093
"2025-11-21 19:30:00",25,"NAN",13.83,620.0181,-76.57527,155.3487,-7.949159,488.8875,429.0786,-279.9609,-92.76791,721.2747,493.4428,-124.6059,22.46679,577.9443,-119.2233,112.6928,-49.19997,445.8908,386.5981,-326.2371,-136.5872,681.0759,450.4925,-169.1657,-20.70873
"2025-11-21 19:45:00",26,"NAN",13.83,620.3532,-73.71355,155.8853,-7.541023,489.162,429.7775,-279.687,-91.90031,721.4736,493.4861,-124.0333,22.55664,576.6936,-118.5178,111.763,-50.32595,445.0704,385.6471,-327.3351,-137.2915,680.3541,449.6758,-170.4519,-21.65763
"2025-11-21 20:00:00",27,"NAN",13.83,619.9111,-74.77628,155.7289,-7.949763,488.8157,429.4777,-280.3527,-92.5141,721.3605,493.3428,-124.9875,22.64359,574.9779,-121.0939,110.7048,-51.70082,443.5929,384.5863,-329.2822,-139.6189,678.56,447.7317,-172.941,-23.97492
"2025-11-21 20:15:00",28,"NAN",13.83,619.3677,-74.44774,155.7349,-8.263582,488.3176,429.2872,-280.7128,-92.92538,721.0873,492.9993,-124.6305,22.13491,573.2578,-123.1391,108.6063,-53.88961,441.3027,382.4963,-331.5818,-141.7043,677.1357,446.1099,-173.5238,-25.55286
"2025-11-21 20:30:00",29,"NAN",13.81,621.4749,-76.12747,158.3264,-5.778921,490.7173,432.0692,-277.8988,-90.68251,723.6109,495.87,-121.8542,24.9424,572.4744,-127.709,108.6744,-53.96356,441.0974,382.609,-331.9439,-141.8773,676.9227,445.9989,-173.7091,-25.71242
"2025-11-21 20:45:00",30,"NAN",13.83,629.5786,-63.81192,166.9893,2.975972,498.8189,440.2837,-269.2721,-80.60255,731.741,503.7443,-113.988,33.33848,571.2702,-123.8144,107.7767,-55.06102,439.9376,381.739,-332.8728,-141.2251,676.0953,444.85,-176.7167,-26.77596
"2025-11-21 21:00:00",31,"NAN",13.83,632.3239,-59.18524,170.1534,6.017639,501.9497,443.6595,-266.1378,-77.90556,735.2793,507.1723,-111.2416,36.71273,569.5314,-124.4275,106.0785,-56.94114,438.3198,380.1068,-334.9152,-144.0632,674.5205,443.2686,-178.2878,-28.71404
"2025-11-21 21:15:00",32,"NAN",13.82,630.5879,-58.91545,169.394,4.819638,500.6899,442.154,-268.1228,-80.03469,732.3423,504.4267,-115.2607,34.0422,569.0737,-123.8359,105.9236,-57.35312,437.7402,379.7321,-335.7315,-144.1628,673.966,442.8277,-179.8148,-29.24986
"2025-11-21 21:30:00",33,"NAN",13.83,628.2121,-62.32257,166.8031,2.422483,498.0085,440.2234,-270.3789,-84.68414,731.0015,503.1318,-117.0845,32.47407,567.4021,-125.6269,104.6498,-58.87229,436.4046,378.6169,-337.1922,-148.8007,672.7836,441.6217,-182.1617,-30.72964
"2025-11-21 21:45:00",34,"NAN",13.83,628.2805,-62.31251,166.6946,1.797276,497.64,439.7042,-271.1965,-84.80927,730.5856,502.6741,-118.3122,31.58036,567.3396,-125.4299,104.9853,-58.62526,436.3427,378.8735,-337.4898,-148.3161,672.2621,440.7374,-183.511,-31.5893
"2025-11-21 22:00:00",35,"NAN",13.83,625.873,-61.88721,164.4527,-0.487338,495.5034,437.6577,-273.3164,-87.70864,728.6674,500.22,-121.3783,29.48327,565.9097,-124.144,103.6369,-60.03968,435.0504,377.9878,-338.3733,-149.9247,672.1412,440.7393,-183.6935,-31.50687
"2025-11-21 22:15:00",36,"NAN",13.81,626.5248,-58.32064,165.6281,0.6599137,496.2089,438.6842,-272.765,-86.32311,729.4048,501.3607,-118.4034,30.26585,564.3604,-122.787,101.5932,-61.92977,432.9466,375.8738,-340.7141,-151.0275,670.282,438.2184,-184.0892,-33.74327
"2025-11-21 22:30:00",37,"NAN",13.83,624.1679,-59.41172,163.6722,-1.702543,493.9924,436.6002,-275.1233,-88.61626,726.9869,498.4617,-122.0654,27.31138,564.0661,-122.7481,102.171,-62.08387,432.8526,375.6075,-341.5637,-151.9726,669.2025,437.3427,-186.3848,-34.93969
"2025-11-21 22:45:00",38,"NAN",13.81,622.6871,-59.65349,162.1508,-3.161899,492.5584,435.5807,-276.5777,-88.6368,726.0339,497.899,-121.6822,26.69323,563.3468,-121.6512,101.5169,-62.66813,432.5677,375.5226,-342.0009,-151.1896,669.1801,437.3885,-185.0695,-34.89342
"2025-11-21 23:00:00",39,"NAN",13.82,622.0536,-60.27358,162.01,-3.636837,492.2859,434.9962,-277.5752,-89.02223,725.4659,496.9803,-124.8797,25.76687,562.396,-123.0743,101.2781,-62.88736,432.6774,375.697,-341.4931,-150.4051,669.7843,438.1639,-187.6534,-34.54906
"2025-11-21 23:15:00",40,"NAN",13.81,621.4632,-60.75964,161.1331,-4.68511,491.1834,433.9663,-278.6966,-93.11554,724.2589,495.7164,-128.0316,24.6274,562.8901,-121.1817,101.4581,-63.38728,432.4786,375.3734,-342.2006,-154.6158,669.8491,437.4529,-189.6982,-34.73278
"2025-11-21 23:30:00",41,"NAN",13.83,620.6851,-61.66493,160.5109,-5.484486,490.8381,432.9709,-279.5836,-95.01105,723.3808,494.8474,-130.0295,23.1841,561.1505,-123.6163,100.3686,-64.36452,431.2958,374.1641,-343.5994,-156.4078,667.9042,436.21,-191.978,-36.36333
"2025-11-21 23:45:00",42,"NAN",13.81,621.0419,-64.85957,161.3745,-4.554038,491.4537,434.3795,-279.1486,-93.08116,724.425,495.9492,-128.1897,24.25761,560.857,-129.5484,99.63401,-65.23482,430.4593,373.3906,-344.8493,-156.0074,666.5551,434.782,-191.2832,-37.66183
"2025-11-22 00:00:00",43,"NAN",13.82,620.7087,-63.65046,161.2592,-5.007326,490.9257,433.5113,-279.6417,-91.70834,723.4944,495.1593,-128.4065,23.60129,559.5725,-127.185,98.80254,-66.23576,429.2889,372.2757,-346.2412,-154.8954,665.9593,433.9569,-193.2189,-38.64454
"2025-11-22 00:15:00",44,"NAN",13.83,616.068,-66.39079,156.4171,-10.03049,486.2906,429.0054,-284.4473,-95.95619,719.2471,490.5185,-134.8549,19.15974,557.256,-128.0192,96.76179,-67.75243,427.7652,370.8796,-347.7941,-156.0847,664.563,432.4167,-196.4109,-40.61528
"2025-11-22 00:30:00",45,"NAN",13.83,614.5355,-68.69787,155.0437,-11.75207,484.9037,427.833,-286.0233,-96.94529,718.2018,489.5666,-136.2425,17.83617,558.4503,-127.487,97.29941,-67.92836,427.9174,370.9891,-348.4743,-156.6603,663.5259,431.5278,-196.751,-41.21422
"2025-11-22 00:45:00",46,"NAN",13.83,610.7482,-73.37599,151.1644,-15.39011,481.0832,424.5347,-289.5354,-99.71886,715.0678,486.5409,-140.5177,15.42654,557.5973,-129.3341,97.06606,-67.9694,428.0858,371.5924,-347.5288,-155.0761,665.114,433.0129,-198.0643,-39.96732
"2025-11-22 01:00:00",47,"NAN",13.83,610.042,-74.33204,150.9931,-15.58056,481.361,424.5689,-289.929,-101.0357,714.9146,485.8475,-140.5111,14.2472,558.6608,-128.0415,97.85589,-67.89022,427.6751,370.9536,-348.4972,-156.8781,664.303,432.5026,-196.6001,-39.61357
"2025-11-22 01:15:00",48,"NAN",13.81,609.8549,-75.50632,151.2851,-15.54899,481.0405,424.4861,-290.7109,-100.9195,713.9374,484.9096,-140.4213,13.06303,555.5367,-132.4993,95.48893,-70.28539,425.3644,368.7709,-351.211,-158.746,661.6874,429.221,-198.7982,-43.4587
"2025-11-22 01:30:00",49,"NAN",13.83,607.9968,-74.94351,149.6139,-17.5272,479.1851,422.5118,-292.1271,-101.0658,713.1057,483.7581,-139.9299,11.81825,551.983,-133.8795,92.06384,-73.85065,422.3801,365.9829,-354.0458,-160.1375,660.1108,427.6737,-198.8439,-45.0546
"2025-11-22 01:45:00",50,"NAN",13.81,606.6241,-76.34485,148.1301,-19.27513,477.1809,421.2158,-293.9505,-104.7731,712.1171,482.8769,-141.6559,11.27245,550.9526,-135.4657,91.11978,-74.99115,421.1522,364.8786,-355.9575,-163.1077,658.3011,425.3689,-202.9619,-47.85739
"2025-11-22 02:00:00",51,"NAN",13.83,607.6289,-78.19326,149.6865,-17.78971,478.9296,422.688,-293.2105,-101.6653,713.0128,483.4214,-138.4631,11.60632,547.6634,-140.1452,88.21023,-78.03529,418.3434,361.8369,-359.1201,-164.5908,655.7698,422.505,-202.4562,-50.62984
"2025-11-22 02:15:00",52,"NAN",13.83,605.0148,-77.99598,146.8052,-20.9786,475.6351,419.1982,-296.4679,-103.6376,709.2815,479.6196,-141.426,7.50721,547.032,-139.4318,87.49539,-79.03358,417.3216,361.1344,-360.3401,-164.3286,655.0594,421.8734,-203.0887,-51.58352
"2025-11-22 02:30:00",53,"NAN",13.82,573.9198,-110.6551,114.842,-53.40477,444.799,388.2935,-329.63,-135.7552,679.6219,449.3755,-173.5032,-24.21649,511.9821,-175.4569,50.78819,-116.2345,381.6793,325.0039,-398.4623,-201.5541,619.6728,385.5627,-239.511,-89.17906
"2025-11-22 02:45:00",54,"NAN",13.83,564.9125,-119.8994,105.9191,-62.27463,436.7228,380.2037,-338.613,-144.1146,671.6177,440.4565,-180.3413,-34.06243,513.3906,-174.035,52.95889,-114.1406,383.6413,327.0711,-396.5287,-199.1204,622.1383,387.8538,-234.9984,-87.04769
"2025-11-22 03:00:00",55,"NAN",13.83,560.7971,-123.4811,101.9604,-66.51748,432.7691,375.8809,-342.9345,-149.0806,668.3489,437.3778,-180.8624,-36.29705,507.9088,-179.6025,48.237,-119.0258,379.1221,322.491,-401.5493,-205.1549,617.929,383.448,-237.1784,-91.38789
"2025-11-22 03:15:00",56,"NAN",13.83,557.746,-131.5024,99.88548,-68.70606,430.9271,374.3088,-344.8748,-150.8794,666.9951,435.5557,-182.8303,-38.14117,510.7314,-181.9277,51.73058,-115.6894,382.461,325.881,-398.3112,-201.6696,621.1844,386.4351,-235.0364,-88.32493
"2025-11-22 03:30:00",57,"NAN",13.83,550.0139,-141.7806,91.89244,-76.95663,422.9311,366.0094,-353.9608,-159.4907,658.7213,426.8293,-186.7232,-47.47231,510.5419,-182.1684,52.06788,-115.3818,383.1596,326.2092,-398.006,-201.3028,621.4102,386.4068,-227.4749,-88.70493
"2025-11-22 03:45:00",58,"NAN",13.83,547.1669,-144.69,89.54962,-79.56091,420.5484,363.6729,-356.309,-161.5871,657.1859,424.937,-174.9818,-49.47656,473.9037,-221.8652,14.14662,-153.8852,346.5146,289.585,-437.3441,-238.983,586.4103,350.3211,-251.3467,-125.9351
"2025-11-22 04:00:00",59,"NAN",13.83,548.6909,-145.7008,91.31529,-78.01449,422.0538,364.8905,-355.5338,-161.0921,657.9054,425.339,-166.1434,-49.12913,482.3558,-216.0009,22.95765,-145.1622,355.0298,298.1485,-428.8129,-230.9711,595.1349,358.6778,-235.9841,-117.806
"2025-11-22 04:15:00",60,"NAN",13.83,502.5942,-190.0372,43.36657,-126.7965,376.3569,318.9574,-405.8444,-211.0686,614.0923,380.068,-218.127,-97.47324,483.9609,-207.798,25.28552,-143.0869,357.2209,300.2608,-426.7347,-229.7737,597.5135,360.899,-237.7895,-115.5218
"2025-11-22 04:30:00",61,"NAN",13.83,500.8496,-189.9006,41.39771,-129.2069,374.0844,316.6058,-408.2813,-212.8476,610.6344,377.8717,-222.5845,-99.05444,484.9709,-204.7273,26.49981,-141.9863,358.5483,301.6403,-425.5511,-228.9078,597.8212,362.4785,-238.7671,-113.8453
"2025-11-22 04:45:00",62,"NAN",13.83,499.7194,-189.4345,40.57198,-130.0165,373.3856,316.0033,-409.0425,-216.0701,610.9923,377.2002,-227.9733,-100.06,486.1887,-202.5637,28.02919,-140.5898,359.7465,302.8306,-424.5018,-229.1794,599.887,363.3967,-243.3154,-113.2131
"2025-11-22 05:00:00",63,"NAN",13.83,498.4282,-191.0469,39.92231,-130.9279,372.2327,315.1808,-410.2606,-217.1738,610.8974,376.1497,-230.3087,-101.2007,485.9034,-202.7297,28.00981,-140.7674,359.6154,302.6967,-424.6082,-229.3839,600.2993,363.2157,-243.3343,-113.2533
"2025-11-22 05:15:00",64,"NAN",13.83,497.9769,-194.7466,39.67385,-131.2085,372.2325,315.0915,-410.4678,-215.3251,611.1428,375.9568,-232.9971,-101.4639,485.8659,-206.6983,28.14864,-140.7542,359.702,302.7517,-424.6397,-227.5675,600.7819,363.2532,-246.1934,-113.2381
"2025-11-22 05:30:00",65,"NAN",13.83,497.898,-193.95,39.849,-131.3272,371.874,314.7523,-410.8827,-219.9,611.1192,375.4297,-234.7316,-102.0068,486.8563,-205.1576,29.11059,-139.8836,360.5917,303.6951,-423.8579,-230.4483,601.9998,363.9803,-245.7324,-112.5372
"2025-11-22 05:45:00",66,"NAN",13.83,498.839,-198.652,40.95386,-130.2328,373.056,315.8178,-409.9427,-216.1625,612.4362,376.4045,-234.7398,-101.2429,487.1498,-210.1682,29.8466,-139.1817,361.1444,304.16,-423.2711,-227.0798,603.2519,364.8893,-246.7098,-111.5566
"2025-11-22 06:00:00",67,"NAN",13.83,498.7707,-195.9947,41.20622,-130.1184,373.0109,315.85,-409.933,-214.4196,613.063,376.6613,-233.4026,-100.6675,486.7505,-208.283,29.92416,-139.2026,360.9498,304.1228,-423.6426,-225.6228,603.2418,364.4476,-245.5298,-112.0977
"2025-11-22 06:15:00",68,"NAN",13.83,498.1704,-195.3138,40.83857,-130.5271,373.0347,315.7131,-410.196,-213.5659,613.1772,376.4849,-236.0814,-101.1787,486.3618,-206.2497,29.52412,-139.857,360.755,303.6725,-423.869,-224.8466,603.3859,364.3705,-248.0593,-112.0265
"2025-11-22 06:30:00",69,"NAN",13.83,497.3088,-194.7804,40.10155,-131.3906,372.1039,314.828,-411.3816,-213.2382,612.5386,375.7131,-236.4559,-101.9109,486.2473,-205.6684,29.68869,-139.8677,360.8375,303.7925,-423.8242,-223.8008,603.6777,364.3374,-247.9142,-112.1567
"2025-11-22 06:45:00",70,"NAN",13.83,496.7624,-196.1993,39.69068,-132.0126,371.4398,314.21,-411.958,-212.9357,612.26,374.7845,-237.6717,-102.9357,487.22,-205.344,30.95304,-138.7155,361.7473,304.4351,-423.1962,-222.0574,604.5189,364.8714,-247.5992,-111.5138
"2025-11-22 07:00:00",71,"NAN",13.83,496.3705,-195.0498,38.93109,-132.9438,370.7505,313.2912,-412.9475,-213.1971,611.5404,374.1139,-238.5296,-103.183,486.7868,-203.4525,30.83232,-138.976,361.3735,304.3008,-423.6501,-221.8246,604.4492,364.5401,-248.3728,-112.0236
"2025-11-22 07:15:00",72,"NAN",13.83,496.4774,-194.5701,39.10182,-132.8751,370.5869,313.3809,-413.0929,-213.7319,611.6823,373.8271,-239.817,-103.9491,486.4857,-203.3917,30.25255,-139.688,360.5664,303.571,-424.4864,-223.0738,603.8784,363.5977,-249.4052,-112.7462
"2025-11-22 07:30:00",73,"NAN",13.83,496.9985,-194.7421,39.68039,-132.4518,371.2867,313.9666,-412.5895,-216.8631,612.4689,374.0639,-238.8856,-103.4269,486.3754,-204.8322,30.31748,-139.7558,360.6367,303.6794,-424.469,-227.5679,604.2723,363.574,-249.2185,-112.7979
"2025-11-22 07:45:00",74,"NAN",13.82,496.2747,-195.9055,39.43882,-132.8247,371.0276,313.7687,-412.8299,-225.5826,612.54,374.1108,-237.8169,-103.2222,486.6474,-204.8106,30.8191,-139.3396,360.9761,304.0245,-424.3751,-235.8187,604.4616,363.6997,-248.8339,-112.4827
"2025-11-22 08:00:00",75,"NAN",13.83,496.167,-195.1419,39.9212,-132.5368,371.3891,313.9276,-412.953,-221.1277,609.7551,373.9267,-239.1744,-103.6123,483.921,-207.0124,28.19536,-142.0451,358.9909,301.4345,-426.9707,-233.158,598.447,361.1822,-251.5317,-115.0945
"2025-11-22 08:15:00",76,"NAN",13.83,496.1258,-195.3333,40.03794,-132.4548,371.8546,314.011,-412.9849,-218.6647,606.7052,373.8235,-212.1523,-103.527,486.8177,-204.16,31.39585,-138.9433,362.3688,304.895,-423.633,-226.9298,599.6083,364.5948,-214.325,-111.2846
"2025-11-22 08:30:00",77,"NAN",13.83,495.246,-195.4025,39.61,-133.1521,371.333,313.1335,-413.3552,-220.7062,606.3846,373.3763,-173.9483,-103.2391,482.7949,-207.2262,28.10358,-142.4783,358.8252,301.0549,-427.6176,-232.9311,595.6412,360.3961,-185.0309,-115.2803
"2025-11-22 08:45:00",78,"NAN",13.83,495.1687,-195.9147,39.5765,-133.1209,371.5552,313.2701,-413.6464,-219.5575,607.0302,373.2846,-175.8545,-103.652,483.3117,-207.1175,28.6552,-141.9168,359.5386,301.7702,-426.724,-231.316,597.4172,361.48,-189.1572,-114.2808
"2025-11-22 09:00:00",79,"NAN",13.82,494.5528,-198.9582,39.44669,-133.3366,371.24,313.1726,-413.8163,-220.4907,607.5598,373.1299,-191.6934,-103.9091,484.1014,-209.387,30.22128,-140.4488,360.6222,302.9351,-425.8704,-230.6409,599.2328,362.4779,-203.6839,-113.475
"2025-11-22 09:15:00",80,"NAN",13.82,494.7305,-202.6333,40.00733,-132.932,371.3087,313.3348,-413.8712,-226.7788,608.6069,373.359,-207.4869,-103.9889,483.6674,-212.9999,30.17775,-140.4883,360.4322,302.9881,-426.0218,-236.2289,599.9577,362.1443,-220.5045,-113.9401
"2025-11-22 09:30:00",81,"NAN",13.83,494.3996,-203.5493,40.01804,-132.945,371.4286,313.3445,-413.8934,-225.628,597.7158,373.2852,-218.687,-104.083,479.4133,-217.6325,25.17837,-145.6699,355.601,297.5544,-430.7405,-240.0079,580.8215,358.0778,-232.9598,-117.529
"2025-11-22 09:45:00",82,"NAN",13.83,494.5823,-199.5758,40.47037,-132.5887,371.8789,313.167,-413.8247,-222.7642,592.4828,373.2859,-195.212,-103.7237,480.0249,-213.1734,27.00066,-143.9301,357.4467,299.0012,-429.4744,-236.4456,582.3928,359.1958,-202.3592,-116.6306
"2025-11-22 10:00:00",83,"NAN",13.83,494.4392,-200.3039,40.32504,-132.7998,372.1707,313.2586,-413.6124,-221.5007,601.8801,374.1664,-168.2076,-102.6678,479.5581,-214.6159,26.78893,-144.2383,357.5722,298.7332,-429.8641,-235.35,589.7894,358.8628,-180.7402,-116.7205
"2025-11-22 10:15:00",84,"NAN",13.83,494.2625,-202.1651,40.37299,-132.9744,372.7249,312.8383,-413.8578,-219.5677,605.6185,373.7156,-165.7507,-103.3803,479.7177,-216.1185,27.31586,-143.6735,358.7169,299.388,-429.085,-232.596,594.455,359.8285,-181.5885,-116.0874
"2025-11-22 10:30:00",85,"NAN",13.83,494.5952,-200.9109,41.27473,-132.3343,373.778,313.6422,-413.3382,-216.7094,608.7133,373.8963,-188.9322,-103.2908,480.9464,-214.1588,28.30451,-142.6951,360.2293,300.3977,-427.9287,-228.8492,598.2026,361.1577,-205.6121,-114.8713
"2025-11-22 10:45:00",86,"NAN",13.81,494.2404,-201.1268,41.2091,-132.2619,373.8313,313.5006,-413.6593,-215.8102,610.2559,374.016,-207.0604,-103.2496,480.1727,-214.347,27.63227,-143.6892,359.3564,299.4052,-429.0479,-229.0085,598.6279,360.0569,-222.4988,-115.708
