"TOA5","PNNL_23","CR1000X","9645","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","WaterLevel600"
"TIMESTAMP","RECORD","Statname","Aquatroll_ID(1)","Barometric_Pressure600","Temperature600","Actual_Conductivity600","Specific_Conductivity600","Salinity600","TDS600","Water_Density600","Resistivity600","pH600","pH_mV600","pH_ORP600","RDO_concen600","RDO_perc_sat600","RDO_part_Pressure600","Pressure600","Depth600","Temperature_Int600","Voltage_Ext600","Battery_Int600"
"TS","RN","","","mmHg","C","uS/cm","uS/cm","PSU","ppt","g/cm3","ohm-cm","pH","mV","ORP- mV","mg/L","%Sat","Torr","PSI","cm","C","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
2021-04-18 00:00:00,34507,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.83,92.6,0.04,0.06,1,14743,4.84,116.3,385.8,1.76,15.93,23.46,16.359,1169.7,10.99,13.561,55
2021-04-18 00:15:00,34508,PNNL_23,113IN-SITU AT600 210 6,763.32,11,67.82,92.58,0.04,0.06,1,14745,4.84,116.4,386.4,1.73,15.62,23,16.361,1169.9,11,13.579,55
2021-04-18 00:30:00,34509,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,68.01,92.85,0.04,0.06,1,14704,4.83,116.7,382.5,1.69,15.25,22.46,16.36,1169.8,10.99,13.57,55
2021-04-18 00:45:00,34510,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,68.25,93.19,0.04,0.06,1,14651,4.82,117.3,384.8,1.65,14.94,22,16.358,1169.6,10.99,13.498,55
2021-04-18 01:00:00,34511,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.96,92.79,0.04,0.06,1,14715,4.83,117,387.6,1.74,15.73,23.16,16.358,1169.7,10.99,13.579,55
2021-04-18 01:15:00,34512,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.76,92.52,0.04,0.06,1,14758,4.84,116.3,390.1,1.78,16.09,23.69,16.355,1169.4,10.99,13.552,55
2021-04-18 01:30:00,34513,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.68,92.42,0.04,0.06,1,14775,4.84,116.1,390.6,1.75,15.84,23.33,16.352,1169.2,10.99,13.579,55
2021-04-18 01:45:00,34514,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.86,92.66,0.04,0.06,1,14737,4.84,116.4,388.6,1.81,16.31,24.02,16.351,1169.2,10.99,13.344,55
2021-04-18 02:00:00,34515,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.71,92.45,0.04,0.06,1,14770,4.85,115.7,394.6,1.75,15.84,23.32,16.353,1169.3,10.99,13.588,55
2021-04-18 02:15:00,34516,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.63,92.35,0.04,0.06,1,14787,4.85,115.9,401.6,1.79,16.2,23.86,16.352,1169.2,10.98,13.579,55
2021-04-18 02:30:00,34517,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.51,92.19,0.04,0.06,1,14814,4.86,115.5,403.7,1.79,16.18,23.83,16.353,1169.3,10.98,13.588,55
2021-04-18 02:45:00,34518,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.66,92.4,0.04,0.06,1,14781,4.83,116.7,393.3,1.71,15.41,22.7,16.351,1169.1,10.98,13.552,55
2021-04-18 03:00:00,34519,PNNL_23,113IN-SITU AT600 210 6,763.32,10.99,67.45,92.11,0.04,0.06,1,14825,4.86,115,392.4,1.71,15.43,22.72,16.352,1169.2,10.99,13.561,55
2021-04-18 03:15:00,34520,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.49,92.17,0.04,0.06,1,14816,4.86,115.3,393.1,1.74,15.72,23.15,16.354,1169.3,10.98,13.561,55
2021-04-18 03:30:00,34521,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.29,91.89,0.04,0.06,1,14862,4.86,115.1,393.3,1.76,15.87,23.38,16.352,1169.2,10.98,13.588,55
2021-04-18 03:45:00,34522,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.56,92.26,0.04,0.06,1,14802,4.84,116.4,390.3,1.84,16.65,24.52,16.35,1169.1,10.98,13.57,55
2021-04-18 04:00:00,34523,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.25,91.84,0.04,0.06,1,14869,4.87,114.8,391.2,1.81,16.33,24.05,16.351,1169.2,10.98,13.561,55
2021-04-18 04:15:00,34524,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.31,91.93,0.04,0.06,1,14856,4.86,115.4,392.5,1.8,16.22,23.89,16.349,1169,10.98,13.398,55
2021-04-18 04:30:00,34525,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.27,91.87,0.04,0.06,1,14865,4.85,115.5,394.2,1.81,16.32,24.03,16.35,1169.1,10.98,13.597,55
2021-04-18 04:45:00,34526,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.33,91.95,0.04,0.06,1,14853,4.86,115.2,390.7,1.75,15.79,23.26,16.35,1169.1,10.98,13.371,55
2021-04-18 05:00:00,34527,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.06,91.58,0.04,0.06,1,14911,4.86,115.2,390.7,1.75,15.77,23.22,16.351,1169.1,10.98,13.57,55
2021-04-18 05:15:00,34528,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.05,91.57,0.04,0.06,1,14915,4.86,115.5,390.2,1.78,16.05,23.64,16.352,1169.2,10.98,13.389,55
2021-04-18 05:30:00,34529,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.09,91.63,0.04,0.06,1,14904,4.86,115.5,390.7,1.82,16.39,24.13,16.353,1169.3,10.98,13.597,55
2021-04-18 05:45:00,34530,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.06,91.58,0.04,0.06,1,14913,4.87,114.8,387.9,1.82,16.42,24.19,16.353,1169.3,10.98,13.525,55
2021-04-18 06:00:00,34531,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.91,91.37,0.04,0.06,1,14946,4.87,114.6,388.3,1.79,16.13,23.76,16.355,1169.4,10.98,13.57,55
2021-04-18 06:15:00,34532,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,67.07,91.59,0.04,0.06,1,14911,4.87,115,391.1,1.8,16.28,23.97,16.354,1169.3,10.98,13.435,55
2021-04-18 06:30:00,34533,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.95,91.44,0.04,0.06,1,14936,4.87,114.8,393.4,1.83,16.54,24.36,16.354,1169.4,10.98,13.561,55
2021-04-18 06:45:00,34534,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.99,91.48,0.04,0.06,1,14929,4.87,114.8,389.9,1.79,16.14,23.77,16.355,1169.4,10.98,13.552,55
2021-04-18 07:00:00,34535,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.7,91.09,0.04,0.06,1,14992,4.87,114.8,384,1.78,16.03,23.61,16.353,1169.3,10.98,13.588,55
2021-04-18 07:15:00,34536,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.7,91.09,0.04,0.06,1,14992,4.87,114.5,382.8,1.82,16.43,24.19,16.354,1169.4,10.98,13.534,55
2021-04-18 07:30:00,34537,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.92,91.4,0.04,0.06,1,14942,4.86,115,381.5,1.82,16.42,24.18,16.356,1169.5,10.98,13.57,55
2021-04-18 07:45:00,34538,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.83,91.27,0.04,0.06,1,14962,4.87,114.9,377.4,1.84,16.59,24.43,16.356,1169.5,10.98,13.543,55
2021-04-18 08:00:00,34539,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.63,90.99,0.04,0.06,1,15008,4.88,114.3,379.2,1.81,16.32,24.03,16.359,1169.7,10.98,13.579,55
2021-04-18 08:15:00,34540,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.7,91.09,0.04,0.06,1,14993,4.88,114.3,383.2,1.81,16.37,24.11,16.358,1169.6,10.98,13.552,55
2021-04-18 08:30:00,34541,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.72,91.12,0.04,0.06,1,14988,4.87,114.5,382,1.82,16.44,24.22,16.356,1169.5,10.98,13.561,55
2021-04-18 08:45:00,34542,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.83,91.27,0.04,0.06,1,14964,4.87,114.8,373.1,1.78,16.07,23.67,16.355,1169.4,10.98,13.507,55
2021-04-18 09:00:00,34543,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.56,90.89,0.04,0.06,1,15024,4.88,114.1,373.2,1.77,16.01,23.57,16.354,1169.3,10.98,13.552,55
2021-04-18 09:15:00,34544,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.48,90.78,0.04,0.06,1,15042,4.89,113.8,382.9,1.78,16.1,23.71,16.353,1169.3,10.98,13.48,55
2021-04-18 09:30:00,34545,PNNL_23,113IN-SITU AT600 210 6,763.32,10.98,66.47,90.77,0.04,0.06,1,15045,4.89,113.8,386,1.77,15.99,23.54,16.352,1169.2,10.98,13.561,55
