"TOA5","Compass_GWI_W_411","CR1000X","28726","CR1000X.Std.05.01","CPU:COMPASS_v3.3.CR1X","22514","ClimaVue50_15min"
"TIMESTAMP","RECORD","SlrFD_W_Avg","SlrTF_MJ_Tot","Rain_mm_Tot","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","MaxWS_ms_Max","MaxWS_ms_TMx","Invalid_Wind_Tot","AirT_C_Avg","AirT_C_Max","AirT_C_TMx","AirT_C_Min","AirT_C_TMn","VP_mbar_Avg","BP_mbar","BP_mbar_Max","BP_mbar_TMx","BP_mbar_Min","BP_mbar_TMn","RH","RHT_C_Avg","TiltNS_deg_Avg","TiltWE_deg_Avg","Strikes_Tot","Dist_km_Min","Dist_km_TMn","PAR_Den_C_Avg","PAR_Tot_C_Tot","CVMeta"
"TS","RN","W/m^2","MJ/m^2","mm","meters/second","Deg","Deg","meters/second","meters/second","","Deg C","Deg C","Deg C","Deg C","Deg C","mbar","mbar","mbar","mbar","mbar","mbar","%","Deg C","degrees","degrees","count","kilometers","kilometers","micromols/s/m^2","mmol/m^2second",""
"","","Avg","Tot","Tot","WVc","WVc","WVc","Max","TMx","Tot","Avg","Max","TMx","Min","TMn","Avg","Smp","Max","TMx","Min","TMn","Smp","Avg","Avg","Avg","Tot","Min","TMn","Avg","Tot","Smp"
2024-08-30 00:00:00,698,0,0,0,2.159,118.5,11.03,4.29,2024-08-29 23:49:00,0,25.71,25.8,2024-08-29 23:47:00,25.7,2024-08-29 23:46:00,32.16,1022.2,1022.3,2024-08-29 23:46:00,1022.2,2024-08-29 23:51:00,97.1,25.69,-2.56,0.833,0,0,2024-08-29 23:46:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 00:15:00,699,0,0,0,1.96,117.5,10.06,3.93,2024-08-30 00:05:00,0,25.7,25.7,2024-08-30 00:01:00,25.7,2024-08-30 00:01:00,32.19333,1022.1,1022.2,2024-08-30 00:02:00,1022,2024-08-30 00:14:00,97.1,25.64,-2.56,0.813,0,0,2024-08-30 00:01:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 00:30:00,700,0,0,0,1.731,113,9.67,3.31,2024-08-30 00:21:00,0,25.71,25.8,2024-08-30 00:25:00,25.7,2024-08-30 00:16:00,32.22,1022.1,1022.2,2024-08-30 00:20:00,1022.1,2024-08-30 00:16:00,97.2,25.59,-2.633,0.853,0,0,2024-08-30 00:16:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 00:45:00,701,0,0,0,1.425,98.8,26.08,3.26,2024-08-30 00:32:00,0,25.69,25.7,2024-08-30 00:31:00,25.6,2024-08-30 00:41:00,32.21333,1022.2,1022.2,2024-08-30 00:43:00,1022,2024-08-30 00:31:00,97.4,25.65,-2.62,0.813,0,0,2024-08-30 00:31:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 01:00:00,702,0,0,0,0.926,27.88,8.12,1.62,2024-08-30 00:49:00,0,25.61,25.7,2024-08-30 00:46:00,25.6,2024-08-30 00:47:00,32,1022.2,1022.3,2024-08-30 00:46:00,1022.2,2024-08-30 00:53:00,97.2,25.55,-2.673,0.88,0,0,2024-08-30 00:46:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 01:15:00,703,0,0,0,1.003,20.83,11.28,2.15,2024-08-30 01:02:00,0,25.6,25.6,2024-08-30 01:01:00,25.6,2024-08-30 01:01:00,31.98667,1022.1,1022.3,2024-08-30 01:01:00,1022.1,2024-08-30 01:10:00,97.2,25.55,-2.667,0.873,0,0,2024-08-30 01:01:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 01:30:00,704,0,0,0,1.441,2.672,22.24,3.11,2024-08-30 01:27:00,0,25.66,25.7,2024-08-30 01:21:00,25.5,2024-08-30 01:16:00,32.02,1022,1022.1,2024-08-30 01:16:00,1021.9,2024-08-30 01:24:00,97.6,25.49,-2.567,0.887,0,0,2024-08-30 01:16:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 01:45:00,705,0,0,0.085,3.782,310.8,14.55,8.21,2024-08-30 01:36:00,0,24.59,25.8,2024-08-30 01:34:00,23.3,2024-08-30 01:45:00,30.79333,1022.4,1022.4,2024-08-30 01:35:00,1022,2024-08-30 01:31:00,100,25.35,-2.44,1.54,0,0,2024-08-30 01:31:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 02:00:00,706,0,0,0.017,3.429,315.7,14.68,10.84,2024-08-30 01:47:00,0,23.23,23.6,2024-08-30 01:50:00,23.1,2024-08-30 01:46:00,28.39333,1022.3,1022.5,2024-08-30 01:46:00,1022.3,2024-08-30 01:58:00,99.1,23.91,-2.56,0.847,0,0,2024-08-30 01:46:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 02:15:00,707,0,0,0.034,3.118,347.6,11.06,5.31,2024-08-30 02:05:00,0,23.47,23.7,2024-08-30 02:11:00,23.2,2024-08-30 02:01:00,28.12,1021.6,1022.2,2024-08-30 02:01:00,1021.6,2024-08-30 02:13:00,96.9,23.09,-2.7,0.807,0,0,2024-08-30 02:01:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 02:30:00,708,0,0,0,2.747,323.1,12.46,7.68,2024-08-30 02:26:00,0,23.49,23.7,2024-08-30 02:18:00,23.3,2024-08-30 02:28:00,28.29333,1021.6,1021.9,2024-08-30 02:22:00,1021.6,2024-08-30 02:17:00,98.9,23.07,-2.833,0.913,0,0,2024-08-30 02:16:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 02:45:00,709,0,0,0.017,1.964,324.6,16.05,4.22,2024-08-30 02:45:00,0,23.19,23.3,2024-08-30 02:31:00,23.1,2024-08-30 02:38:00,27.87333,1021.2,1021.7,2024-08-30 02:31:00,1021.2,2024-08-30 02:45:00,97.4,22.91,-2.74,0.813,0,0,2024-08-30 02:31:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 03:00:00,710,0,0,0.017,1.837,342.4,13.16,3.36,2024-08-30 02:48:00,0,23.04,23.1,2024-08-30 02:46:00,23,2024-08-30 02:48:00,27.38667,1020.7,1021.2,2024-08-30 02:46:00,1020.6,2024-08-30 02:58:00,97,22.69,-2.673,0.747,1,0,2024-08-30 02:46:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 03:15:00,711,0,0,0,1.746,339.4,13.12,3.39,2024-08-30 03:03:00,0,23.1,23.2,2024-08-30 03:03:00,23,2024-08-30 03:06:00,27.28666,1020.5,1020.6,2024-08-30 03:01:00,1020.5,2024-08-30 03:06:00,96.8,22.62,-2.587,0.787,0,0,2024-08-30 03:01:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 03:30:00,712,0,0,0,1.321,357.6,11.18,2.48,2024-08-30 03:22:00,0,23.01,23.2,2024-08-30 03:16:00,22.9,2024-08-30 03:25:00,27.12,1020.6,1020.6,2024-08-30 03:25:00,1020.5,2024-08-30 03:16:00,97.3,22.59,-2.62,0.753,0,0,2024-08-30 03:16:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 03:45:00,713,0,0,0,1.559,26.01,13.87,2.43,2024-08-30 03:41:00,0,22.98,23.1,2024-08-30 03:39:00,22.8,2024-08-30 03:33:00,26.95333,1020.8,1020.8,2024-08-30 03:35:00,1020.6,2024-08-30 03:31:00,94.7,22.47,-2.68,0.86,0,0,2024-08-30 03:31:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 04:00:00,714,0,0,0.017,1.649,38.61,9.57,2.82,2024-08-30 03:59:00,0,23.21,23.4,2024-08-30 03:59:00,23.1,2024-08-30 03:46:00,27.18667,1021.2,1021.2,2024-08-30 04:00:00,1020.9,2024-08-30 03:46:00,95.9,22.53,-2.653,0.847,0,0,2024-08-30 03:46:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 04:15:00,715,0,0,0,1.751,37.38,8.29,3.59,2024-08-30 04:08:00,0,23.71,23.9,2024-08-30 04:08:00,23.5,2024-08-30 04:01:00,27.70667,1021.1,1021.3,2024-08-30 04:05:00,1021.1,2024-08-30 04:11:00,95,22.78,-2.633,0.913,0,0,2024-08-30 04:01:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 04:30:00,716,0,0,0,2.107,31.51,9.47,4.22,2024-08-30 04:21:00,0,23.63,23.8,2024-08-30 04:17:00,23.5,2024-08-30 04:22:00,27.61333,1020.8,1021.1,2024-08-30 04:16:00,1020.8,2024-08-30 04:23:00,95.2,23.02,-2.713,0.767,0,0,2024-08-30 04:16:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 04:45:00,717,0,0,0,1.724,31.56,12.34,3.53,2024-08-30 04:35:00,0,23.76,23.8,2024-08-30 04:34:00,23.6,2024-08-30 04:40:00,27.74667,1021.1,1021.1,2024-08-30 04:37:00,1020.9,2024-08-30 04:31:00,94.7,23.1,-2.567,0.86,0,0,2024-08-30 04:31:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 05:00:00,718,0,0,0,1.718,25.44,10.24,3.03,2024-08-30 04:55:00,0,23.81,23.9,2024-08-30 04:46:00,23.6,2024-08-30 04:59:00,27.84667,1021.1,1021.1,2024-08-30 04:46:00,1021.1,2024-08-30 04:46:00,95.3,23.2,-2.62,0.827,0,0,2024-08-30 04:46:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 05:15:00,719,0,0,0,1.119,353.5,13.74,2.57,2024-08-30 05:07:00,0,23.65,23.8,2024-08-30 05:10:00,23.6,2024-08-30 05:01:00,27.84,1021.1,1021.1,2024-08-30 05:01:00,1021.1,2024-08-30 05:01:00,95.9,23.17,-2.633,0.767,0,0,2024-08-30 05:01:00,0,0,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 05:30:00,720,0,0,0,1.111,338.8,17.18,2.85,2024-08-30 05:28:00,0,23.7,23.8,2024-08-30 05:17:00,23.6,2024-08-30 05:19:00,27.93333,1021.1,1021.1,2024-08-30 05:16:00,1021,2024-08-30 05:28:00,96.1,23.17,-2.587,0.787,0,0,2024-08-30 05:16:00,0.161,0.145,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 05:45:00,721,0.2,1.5E-05,0.017,1.116,339.7,19.24,2.39,2024-08-30 05:44:00,0,23.67,23.8,2024-08-30 05:38:00,23.6,2024-08-30 05:33:00,27.93333,1021.2,1021.2,2024-08-30 05:40:00,1021,2024-08-30 05:31:00,95.2,23.2,-2.693,0.813,0,0,2024-08-30 05:31:00,1.4,1.26,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 06:00:00,722,3.2,0.00024,0,1.759,344.7,8.63,3.48,2024-08-30 05:58:00,0,23.57,23.7,2024-08-30 05:47:00,23.5,2024-08-30 05:50:00,27.98667,1021.3,1021.3,2024-08-30 05:54:00,1021.2,2024-08-30 05:46:00,97.1,23.23,-2.6,0.727,0,0,2024-08-30 05:46:00,5.927,5.335,013CAMPBELLCLIM50529VUE-500002163
2024-08-30 06:15:00,723,10.27,0.0007699999,0,1.631,326.8,12.01,3.21,2024-08-30 06:08:00,0,23.47,23.6,2024-08-30 06:04:00,23.4,2024-08-30 06:10:00,27.92667,1021.7,1021.7,2024-08-30 06:11:00,1021.2,2024-08-30 06:02:00,96.7,23.22,-2.573,0.647,0,0,2024-08-30 06:01:00,15.58,14.03,013CAMPBELLCLIM50529VUE-500002163
