"TOA5","Compass_MSM_Buoy","CR1000X","29515","CR1000X.Std.06.02","CPU:COMPASS_v3.4.CR1X","43155","ExoTable"
"TIMESTAMP","RECORD","PB","Statname","Date","Time","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_uScm","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn","TSS_MgL","ORP_mv","TDS_mg_L","Vertical_Position_m","Turbidity_FNU","Turbidity_Raw"
"TS","RN","","","mmddyy","hhmmss","uS/cm","QSU","RFU","uS/cm","%Sat","%SatLocal","mg/L","psia","ppt","uS/cm","mv","pH","mv","Celsius","meters","volts","volts","ma","","","mg/L","mv","mg/L","m","FNU","na"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
2024-05-01 07:30:00,17584,407,Compass_MSM_407_BuoyBob,50124,72355,14.564,34.43,9.2,15.64,78.19,77.28,6.52,0,9.09,15.547,1.16,7.34,-43.4,21.689,1.067,5.32,13.31,43.16,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.12,10101.88,1.069,8.23,0.21
2024-05-01 07:45:00,17585,407,Compass_MSM_407_BuoyBob,50124,73855,14.549,33.41,8.92,15.63,79.12,78.19,6.6,0,9.08,15.534,1.15,7.35,-44.1,21.688,1.067,5.32,13.14,41.61,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.55,10110.93,1.068,8.42,0.22
2024-05-01 08:00:00,17586,407,Compass_MSM_407_BuoyBob,50124,75355,14.558,33.17,8.85,15.61,80.31,79.37,6.69,0,9.07,15.521,1.15,7.37,-45.2,21.75,1.076,5.31,13.05,40.99,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.6,10092.57,1.072,9.51,0.24
2024-05-01 08:15:00,17587,407,Compass_MSM_407_BuoyBob,50124,80855,14.559,33.05,8.82,15.6,80.06,79.13,6.67,0,9.07,15.511,1.14,7.35,-43.93,21.788,1.08,5.31,13.09,41.79,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,102.58,10078.77,1.079,10.23,0.26
2024-05-01 08:30:00,17588,407,Compass_MSM_407_BuoyBob,50124,82355,14.552,32.83,8.76,15.58,80.18,79.24,6.67,0,9.06,15.493,1.15,7.35,-44.17,21.82,1.071,5.31,12.52,41.45,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.35,10070.99,1.071,9.77,0.25
2024-05-01 08:45:00,17589,407,Compass_MSM_407_BuoyBob,50124,83855,14.554,32.35,8.63,15.57,80.39,79.45,6.69,0,9.05,15.485,1.14,7.35,-44.21,21.85,1.067,5.31,12.48,40.64,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,104.52,10064.01,1.062,9.85,0.25
2024-05-01 09:00:00,17590,407,Compass_MSM_407_BuoyBob,50124,85355,14.579,32.33,8.62,15.58,80.99,80.04,6.73,0,9.06,15.492,1.14,7.37,-45.02,21.914,1.068,5.32,12.5,42.98,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.38,10069.99,1.066,9.94,0.25
2024-05-01 09:15:00,17591,407,Compass_MSM_407_BuoyBob,50124,90855,14.57,31.56,8.41,15.56,81.64,80.68,6.78,0,9.04,15.47,1.14,7.37,-45.48,21.951,1.056,5.31,12.56,40.88,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,103.12,10055.83,1.051,11.08,0.28
