"TOA5","Compass_MSM_Buoy","CR1000X","29515","CR1000X.Std.06.02","CPU:COMPASS_v3.4.CR1X","43155","ExoTable"
"TIMESTAMP","RECORD","PB","Statname","Date","Time","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_uScm","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn","TSS_MgL","ORP_mv","TDS_mg_L","Vertical_Position_m","Turbidity_FNU","Turbidity_Raw"
2024-06-01 02:15:00,20539,407,Compass_MSM_407_BuoyBob,60124,20836,15.178,62.46,16.86,15.8,86.63,85.61,7.03,0,9.2,15.741,1.16,7.67,-62.59,23.126,1.02,5.3,12,36.54,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,206.93,10232.65,1.02,9.05,0.23
2024-06-01 02:30:00,20540,407,Compass_MSM_407_BuoyBob,60124,22336,15.192,62.14,16.77,15.81,87.31,86.29,7.08,0,9.21,15.751,1.15,7.66,-61.98,23.143,0.422,5.3,12,37.24,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,211.07,10231.43,0.943,8.03,0.21
2024-06-01 02:45:00,20541,407,Compass_MSM_407_BuoyBob,60124,23836,15.157,61.97,16.73,15.79,83.7,82.72,6.8,0,9.2,15.734,1.15,7.65,-61.64,23.078,1.022,5.3,11.98,37.4,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,208.53,10228.82,1.022,8.92,0.23
2024-06-01 03:00:00,20542,407,Compass_MSM_407_BuoyBob,60124,25336,15.166,62.35,16.83,15.81,83.97,82.99,6.82,0,9.21,15.753,1.15,7.63,-60.4,23.052,1.024,5.3,11.89,37.11,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,208.33,10240.28,1.024,8.36,0.21
2024-06-01 03:15:00,20543,407,Compass_MSM_407_BuoyBob,60124,30836,15.182,64.6,17.45,15.86,79.93,79,6.51,0,9.24,15.795,1.14,7.59,-58.1,22.967,1.025,5.3,11.96,38.04,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,216.38,10267.02,1.025,8.24,0.21
2024-06-01 03:30:00,20544,407,Compass_MSM_407_BuoyBob,60124,32336,15.149,64.76,17.49,15.88,80.42,79.48,6.56,0,9.25,15.812,1.16,7.56,-56.17,22.806,1.029,5.3,11.96,36.82,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,197.41,10278.02,1.029,8.2,0.21
2024-06-01 03:45:00,20545,407,Compass_MSM_407_BuoyBob,60124,33836,15.145,66.22,17.89,15.88,73.63,72.77,6.01,0,9.25,15.812,1.16,7.55,-55.54,22.789,1.032,5.3,11.89,37.25,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,205.07,10278.74,1.032,7.84,0.2
2024-06-01 04:00:00,20546,407,Compass_MSM_407_BuoyBob,60124,35336,15.177,65.86,17.79,15.92,79.75,78.81,6.51,0,9.28,15.85,1.14,7.54,-54.8,22.777,1.037,5.3,11.88,35.84,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,200.99,10302.94,1.037,7.59,0.2
2024-06-01 04:15:00,20547,407,Compass_MSM_407_BuoyBob,60124,40836,15.152,66.52,17.97,15.91,72.67,71.82,5.94,0,9.27,15.842,1.15,7.47,-50.95,22.721,1.041,5.3,11.93,37.08,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,209.13,10298,1.041,6.7,0.17
2024-06-01 04:30:00,20548,407,Compass_MSM_407_BuoyBob,60124,42336,15.176,64.82,17.5,15.95,73.01,72.15,5.97,0,9.3,15.883,1.14,7.46,-50.51,22.668,1.045,5.3,11.85,38.24,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,207.93,10323.83,1.044,7.71,0.2
2024-06-01 04:45:00,20549,407,Compass_MSM_407_BuoyBob,60124,43836,15.152,66.94,18.09,15.93,71.12,70.29,5.82,0,9.28,15.861,1.14,7.41,-47.46,22.66,1.047,5.3,11.88,37.45,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,213.79,10309.85,1.047,6.45,0.17
2024-06-01 05:00:00,20550,407,Compass_MSM_407_BuoyBob,60124,45336,15.115,65.09,17.58,15.93,75.23,74.35,6.17,0,9.28,15.856,1.15,7.48,-51.57,22.552,1.053,5.3,11.89,37.51,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,206.6,10307.18,1.053,7.36,0.19
2024-06-01 05:15:00,20551,407,Compass_MSM_407_BuoyBob,60124,50836,15.036,65.32,17.64,15.87,81.01,80.06,6.65,0,9.24,15.794,1.15,7.51,-53.58,22.487,1.067,5.3,12.54,37.72,# sn  21H101649  #,ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103379,0,200.84,10265.74,1.067,10.84,0.28
2024-06-01 05:30:00,20552,407,Compass_MSM_407_BuoyBob,60124,52336,15.033,65.68,17.74,15.88,80.6,79.65,6.62,0,9.25,15.807,1.15,7.52,-53.91,22.435,1.072,5.3,13.18,37.45,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,207.07,10274.37,1.072,10.4,0.26
2024-06-01 05:45:00,20553,407,Compass_MSM_407_BuoyBob,60124,53836,15.021,65.45,17.68,15.88,80.9,79.96,6.65,0,9.25,15.807,1.15,7.51,-53.41,22.398,1.077,5.3,13.2,41.87,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,216.76,10275.09,1.077,11.06,0.28
2024-06-01 06:00:00,20554,407,Compass_MSM_407_BuoyBob,60124,55336,14.982,63.36,17.11,15.85,81.4,80.45,6.7,0,9.23,15.775,1.15,7.53,-54.74,22.365,1.079,5.3,13.01,39.09,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,216.75,10258.11,1.079,11.55,0.29
2024-06-01 06:15:00,20555,407,Compass_MSM_407_BuoyBob,60124,60836,14.98,64.01,17.28,15.86,81.91,80.95,6.74,0,9.23,15.779,1.14,7.52,-54.04,22.349,1.087,5.3,13.03,37.25,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,217.99,10255.6,1.087,10.83,0.28
2024-06-01 06:30:00,20556,407,Compass_MSM_407_BuoyBob,60124,62336,15.016,65.76,17.76,15.9,81.81,80.85,6.74,0,9.26,15.821,1.18,7.52,-53.85,22.337,1.09,5.3,13.01,37.76,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,217.31,10283.46,1.088,10.4,0.27
2024-06-01 06:45:00,20557,407,Compass_MSM_407_BuoyBob,60124,63836,14.956,64.96,17.54,15.88,82.33,81.37,6.79,0,9.24,15.794,1.15,7.54,-55.26,22.218,1.107,5.3,13.06,38.57,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,220.56,10267.1,1.108,10.14,0.26
2024-06-01 07:00:00,20558,407,Compass_MSM_407_BuoyBob,60124,65336,14.964,65.15,17.6,15.89,82.23,81.27,6.79,0,9.25,15.804,0.91,7.53,-54.53,22.22,1.103,5.3,13.11,40.11,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,224.76,10272.4,1.102,9.67,0.25
2024-06-01 07:15:00,20559,407,Compass_MSM_407_BuoyBob,60124,70836,14.939,63.65,17.18,15.86,83.39,82.41,6.88,0,9.23,15.777,1.14,7.56,-56.31,22.217,1.118,5.3,13.13,40.88,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,228.44,10256.77,1.116,11.51,0.29
2024-06-01 07:30:00,20560,407,Compass_MSM_407_BuoyBob,60124,72336,14.967,64.17,17.33,15.88,82.98,82.01,6.85,0,9.25,15.8,0.71,7.55,-55.48,22.239,1.114,5.3,13.18,40.34,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,202.29,10270.08,1.103,11.27,0.29
2024-06-01 07:45:00,20561,407,Compass_MSM_407_BuoyBob,60124,73836,14.911,62.3,16.82,15.83,84.08,83.09,6.94,0,9.22,15.751,1.14,7.57,-56.86,22.211,1.109,5.3,12.49,38.95,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,222.62,10245.49,1.109,11.72,0.3
2024-06-01 08:00:00,20562,407,Compass_MSM_407_BuoyBob,60124,75336,14.905,60.58,16.35,15.83,84.7,83.71,7,0,9.22,15.75,0.95,7.58,-57.26,22.193,1.123,5.3,12.49,45.03,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,225.14,10237.29,1.121,12.17,0.31
2024-06-01 08:15:00,20563,407,Compass_MSM_407_BuoyBob,60124,80836,14.892,59.68,16.1,15.77,86.35,85.34,7.11,0,9.18,15.693,1.15,7.61,-59.26,22.327,1.123,5.3,12.54,38.26,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,224.61,10202.24,1.122,11.99,0.3
2024-06-01 08:30:00,20564,407,Compass_MSM_407_BuoyBob,60124,82336,14.903,58.92,15.89,15.76,87.13,86.11,7.17,0,9.17,15.685,1.14,7.62,-59.9,22.391,1.119,5.3,12.61,38.51,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,226.71,10194.95,1.124,12.19,0.31
2024-06-01 08:45:00,20565,407,Compass_MSM_407_BuoyBob,60124,83836,14.916,58.79,15.86,15.72,88.57,87.53,7.27,0,9.15,15.651,1.15,7.65,-61.66,22.539,1.101,5.3,12.51,38.61,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,230.93,10175.73,1.102,11.38,0.29
2024-06-01 09:00:00,20566,407,Compass_MSM_407_BuoyBob,60124,85336,14.93,57.46,15.49,15.69,89.75,88.7,7.35,0,9.13,15.624,1.15,7.67,-62.56,22.674,1.092,5.3,12.6,35.92,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,232.86,7598.07,1.091,13.81,0.35
2024-06-01 09:15:00,20567,407,Compass_MSM_407_BuoyBob,60124,90836,14.967,57.19,15.42,15.7,89.93,88.88,7.35,0,9.14,15.636,1.15,7.67,-62.52,22.763,1.09,5.3,12.49,39.75,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,234.2,10161.2,1.09,11.59,0.29
2024-06-01 09:30:00,20568,407,Compass_MSM_407_BuoyBob,60124,92336,14.983,57.23,15.43,15.68,90.8,89.74,7.41,0,9.13,15.618,1.15,7.69,-63.45,22.864,1.084,5.3,12.49,37.39,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,234.22,10153.09,1.084,11.67,0.3
2024-06-01 09:45:00,20569,407,Compass_MSM_407_BuoyBob,60124,93836,15.016,56.33,15.18,15.67,91.92,90.85,7.48,0,9.12,15.613,1.15,7.7,-64.25,22.999,1.09,5.3,12.49,37.81,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,235.77,10147.09,1.09,11.34,0.29
2024-06-01 10:00:00,20570,407,Compass_MSM_407_BuoyBob,60124,95336,15.076,56,15.09,15.68,93.17,92.08,7.56,0,9.13,15.63,1.15,7.71,-65.07,23.149,1.079,5.3,12.62,36.84,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,236.28,10154.98,1.078,11.1,0.28
2024-06-01 10:15:00,20571,407,Compass_MSM_407_BuoyBob,60124,100836,15.103,54.93,14.8,15.71,92.83,91.74,7.53,0,9.15,15.659,1.15,7.7,-64.3,23.159,1.071,5.3,12.65,39.34,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,235.11,10178.99,1.071,11.19,0.28
2024-06-01 10:30:00,20572,407,Compass_MSM_407_BuoyBob,60124,102336,15.134,53.89,14.52,15.66,95.36,94.25,7.71,0,9.12,15.613,1.15,7.74,-66.59,23.393,1.064,5.3,12.56,38.18,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,231.9,10148.91,1.063,11.3,0.29
2024-06-01 10:45:00,20573,407,Compass_MSM_407_BuoyBob,60124,103836,15.185,54.17,14.59,15.71,95.29,94.17,7.7,0,9.15,15.658,1.14,7.73,-65.82,23.429,1.044,5.3,12.49,36.91,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,229.76,10176.6,1.044,11.11,0.28
2024-06-01 11:00:00,20574,407,Compass_MSM_407_BuoyBob,60124,105336,15.21,54.95,14.81,15.68,95.36,94.24,7.68,0,9.13,15.634,1.14,7.73,-66.07,23.568,1.033,5.3,12.49,37.18,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,229.62,10161.46,1.033,11.33,0.29
2024-06-01 11:15:00,20575,407,Compass_MSM_407_BuoyBob,60124,110836,15.271,53.49,14.41,15.73,95.11,94,7.65,0,9.17,15.691,1.14,7.71,-64.69,23.603,1.02,5.3,12.5,36.43,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,228.08,10198.47,1.02,10.63,0.27
2024-06-01 11:30:00,20576,407,Compass_MSM_407_BuoyBob,60124,112336,15.285,54.66,14.73,15.73,91.64,90.56,7.37,0,9.17,15.69,1.15,7.68,-63.36,23.649,1.017,5.3,12.49,37.73,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,226.02,10198.29,1.017,8.88,0.23
2024-06-01 11:45:00,20577,407,Compass_MSM_407_BuoyBob,60124,113836,15.302,56.1,15.12,15.74,95.58,94.46,7.68,0,9.17,15.697,1.14,7.67,-62.41,23.689,1.008,5.3,12.5,35.76,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,224.52,10203.25,1.008,8.67,0.22
2024-06-01 12:00:00,20578,407,Compass_MSM_407_BuoyBob,60124,115336,15.305,56.77,15.3,15.73,95.49,94.37,7.67,0,9.17,15.694,1.15,7.68,-63.38,23.702,1.004,5.3,12.5,35.56,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,230.85,10201.53,1.004,9.48,0.24
2024-06-01 12:15:00,20579,407,Compass_MSM_407_BuoyBob,60124,120836,15.47,53.32,14.36,15.75,95.88,94.75,7.64,0,9.18,15.724,1.15,7.68,-63.13,24.153,0.996,5.3,12.51,35.84,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,232.49,10222.1,0.996,8.39,0.22
2024-06-01 12:30:00,20580,407,Compass_MSM_407_BuoyBob,60124,122336,15.455,55.9,15.07,15.75,97.32,96.18,7.76,0,9.18,15.721,1.15,7.7,-64.32,24.115,0.992,5.3,12.49,37.33,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,228.86,10218.93,0.992,8.68,0.22
2024-06-01 12:45:00,20581,407,Compass_MSM_407_BuoyBob,60124,123836,15.521,55.11,14.85,15.73,100.33,99.16,7.96,0,9.17,15.708,1.15,7.74,-66.75,24.373,0.983,5.3,12.49,37.49,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,231.61,10212.4,0.983,9.79,0.25
2024-06-01 13:00:00,20582,407,Compass_MSM_407_BuoyBob,60124,125336,15.618,55.47,14.95,15.75,100.64,99.46,7.95,0,9.19,15.735,1.15,7.73,-66.03,24.612,0.972,5.3,12.58,36.54,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,236.77,10225.82,0.972,8.93,0.23
2024-06-01 13:15:00,20583,407,Compass_MSM_407_BuoyBob,60124,130836,15.623,55.84,15.05,15.72,101.64,100.45,8.02,0,9.17,15.711,1.15,7.73,-66.28,24.706,0.963,5.3,12.55,37.64,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,238.51,10212.25,0.963,9.58,0.24
2024-06-01 13:30:00,20584,407,Compass_MSM_407_BuoyBob,60124,132336,15.647,56.24,15.16,15.72,102.62,101.42,8.08,0,9.17,15.712,1.15,7.72,-65.86,24.784,0.953,5.3,12.58,41.31,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,239.84,10212.82,0.953,9.64,0.25
2024-06-01 13:45:00,20585,407,Compass_MSM_407_BuoyBob,60124,133836,15.791,58.23,15.7,15.79,100.4,99.23,7.87,0,9.22,15.792,1.15,7.66,-62.19,24.999,0.949,5.3,12.61,36.87,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,234.33,10266.13,0.949,8.14,0.21
2024-06-01 14:00:00,20586,407,Compass_MSM_407_BuoyBob,60124,135336,15.722,56.89,15.34,15.73,103.01,101.8,8.08,0,9.18,15.731,1.15,7.73,-66.11,24.973,0.939,5.3,12.54,37.24,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,227.41,10223.77,0.939,9.04,0.23
2024-06-01 14:15:00,20587,407,Compass_MSM_407_BuoyBob,60124,140836,15.816,58.29,15.72,15.78,103.66,102.44,8.11,0,9.21,15.785,1.15,7.71,-64.97,25.105,0.94,5.3,12.62,35.02,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,230.64,10262.18,0.94,8.42,0.22
2024-06-01 14:30:00,20588,407,Compass_MSM_407_BuoyBob,60124,142336,15.98,60.21,16.24,15.84,101.64,100.45,7.91,0,9.25,15.853,1.15,7.65,-62.01,25.423,0.931,5.3,12.47,39.13,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,232.43,10304.17,0.931,8.81,0.23
2024-06-01 14:45:00,20589,407,Compass_MSM_407_BuoyBob,60124,143836,16.008,60.36,16.29,15.84,101.87,100.67,7.92,0,9.25,15.857,1.15,7.65,-61.83,25.498,0.925,5.3,12.59,39.53,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,228.6,10308.17,0.925,8.76,0.22
2024-06-01 15:00:00,20590,407,Compass_MSM_407_BuoyBob,60124,145336,16.02,59.91,16.16,15.84,103.43,102.22,8.03,0,9.25,15.855,1.15,7.66,-62.36,25.546,0.919,5.3,12.56,34.92,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,227.31,10306.28,0.919,8.42,0.22
2024-06-01 15:15:00,20591,407,Compass_MSM_407_BuoyBob,60124,150836,16.102,60,16.19,15.85,101.2,100.01,7.83,0,9.26,15.873,1.14,7.64,-61.18,25.756,0.912,5.3,12.54,35.92,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,222.94,10318.21,0.912,9.09,0.23
2024-06-01 15:30:00,20592,407,Compass_MSM_407_BuoyBob,60124,152336,16.169,60.98,16.46,15.86,100.06,98.89,7.72,0,9.27,15.89,1.16,7.6,-59.07,25.922,0.901,5.3,12.57,34.42,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,226.4,10328.88,0.901,7.35,0.19
2024-06-01 15:45:00,20593,407,Compass_MSM_407_BuoyBob,60124,153836,16.24,62.05,16.75,15.88,99.72,98.56,7.67,0,9.29,15.918,1.15,7.58,-57.67,26.056,0.899,5.3,12.59,36.38,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,218.07,10342.42,0.899,8.51,0.22
2024-06-01 16:00:00,20594,407,Compass_MSM_407_BuoyBob,60124,155336,16.282,63.08,17.03,15.91,100.93,99.75,7.75,0,9.3,15.942,1.14,7.55,-55.94,26.116,0.888,5.3,12.59,37.84,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,216.4,10363.02,0.888,6.43,0.17
2024-06-01 16:15:00,20595,407,Compass_MSM_407_BuoyBob,60124,160836,16.345,63.01,17.01,15.92,99.97,98.8,7.66,0,9.31,15.965,1.15,7.53,-55.09,26.246,0.883,5.3,12.44,34.7,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,209.96,10377.62,0.882,7.5,0.19
2024-06-01 16:30:00,20596,407,Compass_MSM_407_BuoyBob,60124,162336,16.406,64.22,17.34,15.95,99.52,98.36,7.61,0,9.33,15.99,1.15,7.52,-54.2,26.364,0.88,5.3,12.48,36.84,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,208.98,10392.42,0.88,8.15,0.21
2024-06-01 16:45:00,20597,407,Compass_MSM_407_BuoyBob,60124,163836,16.462,67.03,18.11,15.99,97.02,95.88,7.41,0,9.36,16.035,1.14,7.45,-50.32,26.396,0.868,5.3,12.48,35.6,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,208.98,10423.46,0.868,7.39,0.19
2024-06-01 17:00:00,20598,407,Compass_MSM_407_BuoyBob,60124,165336,16.565,71.13,19.23,16.06,93.01,91.92,7.1,0,9.4,16.111,1.15,7.43,-48.79,26.476,0.87,5.3,12.57,34.65,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,206.79,10474.12,0.869,6.82,0.18
2024-06-01 17:15:00,20599,407,Compass_MSM_407_BuoyBob,60124,170836,16.56,67.75,18.31,16.03,92.3,91.22,7.03,0,9.38,16.081,1.15,7.43,-49.06,26.557,0.862,5.3,12.5,36.32,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,211.45,10453.64,0.862,7.04,0.18
2024-06-01 17:30:00,20600,407,Compass_MSM_407_BuoyBob,60124,172336,16.519,67.06,18.12,15.98,98.44,97.29,7.5,0,9.36,16.035,1.14,7.52,-54.47,26.578,0.854,5.3,12.54,34.83,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,221.1,10425.32,0.854,9,0.23
2024-06-01 17:45:00,20601,407,Compass_MSM_407_BuoyBob,60124,173836,16.428,66.01,17.83,15.98,98.01,96.86,7.5,0,9.35,16.027,1.15,7.55,-56.08,26.313,0.855,5.3,12.44,35.34,# sn  21H101649  #,# ssn  21H105240 22M100515 21F100900 21F102073 21F100692 21J104317 21E103,0,225.07,10414.45,0.855,8.44,0.22
