"TOA5","PNNL_13","CR1000X","9644","CR1000X.Std.03.01","CPU:Tempest_v3a.CR1X","36933","WaterLevel600"
"TIMESTAMP","RECORD","Statname","Aquatroll_ID(1)","Barometric_Pressure600","Temperature600","Actual_Conductivity600","Specific_Conductivity600","Salinity600","TDS600","Water_Density600","Resistivity600","pH600","pH_mV600","pH_ORP600","RDO_concen600","RDO_perc_sat600","RDO_part_Pressure600","Pressure600","Depth600","Temperature_Int600","Voltage_Ext600","Battery_Int600"
"TS","RN","","","mmHg","C","uS/cm","uS/cm","PSU","ppt","g/cm3","ohm-cm","pH","mV","ORP- mV","mg/L","%Sat","Torr","PSI","cm","C","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
2021-04-18 00:00:00,33451,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.14,104.07,0.05,0.07,1,12798,5.36,86,-47.6,0,0,-0.5,16.194,1158.2,11.95,11.686,56
2021-04-18 00:15:00,33452,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.14,104.07,0.05,0.07,1,12798,5.36,86.1,-47.6,0,0,-0.51,16.192,1158.1,11.95,11.695,56
2021-04-18 00:30:00,33453,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.24,104.2,0.05,0.07,1,12782,5.36,85.8,-47.8,0,0,-0.5,16.191,1158,11.95,11.668,56
2021-04-18 00:45:00,33454,PNNL_13,113IN-SITU AT600 210 6,764.16,11.96,78.15,104.08,0.05,0.07,1,12796,5.36,85.9,-47.5,0,0,-0.5,16.187,1157.8,11.96,11.641,56
2021-04-18 01:00:00,33455,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.17,104.11,0.05,0.07,1,12793,5.36,85.9,-47.7,0,0,-0.51,16.189,1157.9,11.95,11.668,56
2021-04-18 01:15:00,33456,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.14,104.08,0.05,0.07,1,12797,5.36,85.9,-47.6,0,0,-0.51,16.188,1157.8,11.95,11.695,56
2021-04-18 01:30:00,33457,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.18,104.13,0.05,0.07,1,12791,5.36,86.1,-47.5,0,0,-0.5,16.186,1157.6,11.95,11.659,56
2021-04-18 01:45:00,33458,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.12,104.04,0.05,0.07,1,12801,5.36,86.1,-47.7,0,0,-0.51,16.186,1157.7,11.95,11.641,56
2021-04-18 02:00:00,33459,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.16,104.1,0.05,0.07,1,12795,5.36,86.2,-48.1,0,0,-0.51,16.186,1157.7,11.95,11.641,56
2021-04-18 02:15:00,33460,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.14,104.08,0.05,0.07,1,12797,5.36,86.2,-48.1,0,0,-0.5,16.187,1157.7,11.95,11.641,56
2021-04-18 02:30:00,33461,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.15,104.09,0.05,0.07,1,12796,5.36,86,-48.4,0,0,-0.5,16.191,1158,11.95,11.65,56
2021-04-18 02:45:00,33462,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.19,104.14,0.05,0.07,1,12789,5.36,86.1,-47.5,0,0,-0.5,16.19,1157.9,11.95,11.641,56
2021-04-18 03:00:00,33463,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.25,104.22,0.05,0.07,1,12780,5.36,86.1,-47.7,0,0,-0.5,16.191,1158,11.95,11.641,56
2021-04-18 03:15:00,33464,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.16,104.1,0.05,0.07,1,12794,5.36,86.1,-47.7,0,0,-0.51,16.19,1157.9,11.95,11.623,56
2021-04-18 03:30:00,33465,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.17,104.12,0.05,0.07,1,12792,5.36,86,-47.7,0,0,-0.5,16.19,1157.9,11.95,11.641,56
2021-04-18 03:45:00,33466,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.21,104.17,0.05,0.07,1,12786,5.36,85.9,-47.7,0,0,-0.5,16.189,1157.9,11.95,11.614,56
2021-04-18 04:00:00,33467,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.13,104.07,0.05,0.07,1,12799,5.36,86,-47.8,0,0,-0.5,16.187,1157.7,11.95,11.614,56
2021-04-18 04:15:00,33468,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.18,104.13,0.05,0.07,1,12791,5.36,86.1,-47.6,0,0,-0.5,16.188,1157.8,11.95,11.605,56
2021-04-18 04:30:00,33469,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.24,104.21,0.05,0.07,1,12781,5.36,86.2,-47.7,0,0,-0.5,16.188,1157.8,11.95,11.614,56
2021-04-18 04:45:00,33470,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.22,104.19,0.05,0.07,1,12784,5.35,86.4,-47.3,0,0,-0.5,16.191,1158,11.95,11.605,56
2021-04-18 05:00:00,33471,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.23,104.2,0.05,0.07,1,12782,5.36,86.1,-47.5,0,0,-0.5,16.192,1158.1,11.95,11.587,56
2021-04-18 05:15:00,33472,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.19,104.14,0.05,0.07,1,12790,5.36,86.2,-47.5,0,0,-0.51,16.191,1158,11.95,11.605,56
2021-04-18 05:30:00,33473,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.2,104.17,0.05,0.07,1,12787,5.36,86.2,-47.6,0,0,-0.5,16.194,1158.2,11.95,11.56,56
2021-04-18 05:45:00,33474,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.18,104.13,0.05,0.07,1,12792,5.36,86.1,-47.7,0,0,-0.5,16.196,1158.3,11.95,11.587,56
2021-04-18 06:00:00,33475,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.2,104.16,0.05,0.07,1,12788,5.36,86,-47.6,0,0,-0.5,16.196,1158.3,11.95,11.578,56
2021-04-18 06:15:00,33476,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.2,104.16,0.05,0.07,1,12787,5.36,86.1,-47.8,0,0,-0.5,16.199,1158.6,11.95,11.596,56
2021-04-18 06:30:00,33477,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.2,104.17,0.05,0.07,1,12787,5.36,86.1,-47.6,0,0,-0.5,16.197,1158.5,11.95,11.578,56
2021-04-18 06:45:00,33478,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.26,104.24,0.05,0.07,1,12778,5.36,86.2,-47.4,0,0,-0.5,16.199,1158.6,11.95,11.578,56
2021-04-18 07:00:00,33479,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.23,104.2,0.05,0.07,1,12783,5.36,86.1,-47.6,0,0,-0.5,16.202,1158.8,11.95,11.551,56
2021-04-18 07:15:00,33480,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.22,104.18,0.05,0.07,1,12785,5.36,86,-47.8,0,0,-0.5,16.203,1158.9,11.95,11.56,56
2021-04-18 07:30:00,33481,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.23,104.21,0.05,0.07,1,12782,5.36,86.1,-47.6,0,0,-0.5,16.198,1158.5,11.95,11.551,56
2021-04-18 07:45:00,33482,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.19,104.16,0.05,0.07,1,12789,5.35,86.3,-47.6,0,0,-0.5,16.2,1158.7,11.95,11.551,56
2021-04-18 08:00:00,33483,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.21,104.18,0.05,0.07,1,12786,5.36,86.2,-47.6,0,0,-0.5,16.202,1158.8,11.95,11.542,56
2021-04-18 08:15:00,33484,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.21,104.18,0.05,0.07,1,12786,5.36,86.1,-47.9,0,0,-0.5,16.202,1158.7,11.95,11.542,56
2021-04-18 08:30:00,33485,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.21,104.18,0.05,0.07,1,12785,5.35,86.3,-47.5,0,0,-0.5,16.205,1159,11.95,11.533,56
2021-04-18 08:45:00,33486,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.25,104.23,0.05,0.07,1,12779,5.36,86.1,-47.6,0,0,-0.51,16.203,1158.8,11.95,11.542,56
2021-04-18 09:00:00,33487,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.25,104.23,0.05,0.07,1,12779,5.36,86.2,-48,0,0,-0.5,16.201,1158.7,11.95,11.542,56
2021-04-18 09:15:00,33488,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.23,104.21,0.05,0.07,1,12782,5.36,86.2,-48.3,0,0,-0.5,16.201,1158.7,11.95,11.533,56
2021-04-18 09:30:00,33489,PNNL_13,113IN-SITU AT600 210 6,764.16,11.95,78.26,104.25,0.05,0.07,1,12778,5.35,86.3,-48.4,0,0,-0.5,16.2,1158.7,11.95,11.524,56
