"TOA5","Compass_MSM_W_401","CR1000X","28727","CR1000X.Std.05.01","CPU:COMPASS_v3.CR1X","57162","ClimaVue50_15min"
"TIMESTAMP","RECORD","SlrFD_W_Avg","SlrTF_MJ_Tot","Rain_mm_Tot","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","MaxWS_ms_Max","MaxWS_ms_TMx","Invalid_Wind_Tot","AirT_C_Avg","AirT_C_Max","AirT_C_TMx","AirT_C_Min","AirT_C_TMn","VP_mbar_Avg","BP_mbar","BP_mbar_Max","BP_mbar_TMx","BP_mbar_Min","BP_mbar_TMn","RH","RHT_C_Avg","TiltNS_deg_Avg","TiltWE_deg_Avg","Strikes_Tot","Dist_km_Min","Dist_km_TMn","PAR_Den_C_Avg","PAR_Tot_C_Tot","CVMeta"
"TS","RN","W/m^2","MJ/m^2","mm","meters/second","Deg","Deg","meters/second","meters/second","","Deg C","Deg C","Deg C","Deg C","Deg C","mbar","mbar","mbar","mbar","mbar","mbar","%","Deg C","degrees","degrees","count","kilometers","kilometers","micromols/s/m^2","mmol/m^2second",""
"","","Avg","Tot","Tot","WVc","WVc","WVc","Max","TMx","Tot","Avg","Max","TMx","Min","TMn","Avg","Smp","Max","TMx","Min","TMn","Smp","Avg","Avg","Avg","Tot","Min","TMn","Avg","Tot","Smp"
2023-01-08 00:00:00,6628,0,0,0,2.428,325.6,8.18,4.32,2023-01-07 23:03:00,0,3.443,4,2023-01-07 23:03:00,2.9,2023-01-07 23:53:00,5.675,1028.3,1028.6,2023-01-07 23:22:00,1028.3,2023-01-08 00:00:00,73.9,3.04,-0.65,1.365,0,0,2023-01-07 23:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 01:00:00,6629,0,0,0,2.026,322,9.78,4.64,2023-01-08 00:23:00,0,2.748,3.3,2023-01-08 00:01:00,2,2023-01-08 00:59:00,5.565,1028.2,1028.3,2023-01-08 00:01:00,1028.1,2023-01-08 00:42:00,78.3,2.273,-0.64,1.382,0,0,2023-01-08 00:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 02:00:00,6630,0,0,0,1.485,308.8,14.29,2.87,2023-01-08 01:57:00,0,1.727,2.4,2023-01-08 01:15:00,0.9,2023-01-08 01:39:00,5.573333,1028.1,1028.3,2023-01-08 01:45:00,1028,2023-01-08 01:11:00,80.2,1.173,-0.618,1.332,0,0,2023-01-08 01:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 03:00:00,6631,0,0,0,1.363,306,15.77,2.88,2023-01-08 02:01:00,0,1.402,2,2023-01-08 02:01:00,0.9,2023-01-08 02:39:00,5.601666,1028.7,1028.8,2023-01-08 02:55:00,1028.1,2023-01-08 02:01:00,81.9,0.667,-0.625,1.33,0,0,2023-01-08 02:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 04:00:00,6632,0,0,0,1.498,326.3,10.67,3.21,2023-01-08 03:34:00,0,1.425,1.9,2023-01-08 03:41:00,0.9,2023-01-08 03:05:00,5.593333,1028.5,1028.8,2023-01-08 03:01:00,1028.4,2023-01-08 03:45:00,84.9,0.478,-0.643,1.313,0,0,2023-01-08 03:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 05:00:00,6633,0,0,0,1.194,329.5,22.5,3.16,2023-01-08 04:53:00,0,1.135,1.6,2023-01-08 04:19:00,0.7,2023-01-08 04:08:00,5.548333,1027.7,1028.5,2023-01-08 04:01:00,1027.7,2023-01-08 04:59:00,86.2,0.307,-0.63,1.283,0,0,2023-01-08 04:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 06:00:00,6634,0,0,0,1.388,325.2,18.96,2.79,2023-01-08 05:01:00,0,1.257,1.7,2023-01-08 05:31:00,0.6,2023-01-08 05:25:00,5.608333,1028.4,1028.4,2023-01-08 05:57:00,1027.8,2023-01-08 05:01:00,85.2,0.317,-0.652,1.305,0,0,2023-01-08 05:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 07:00:00,6635,0,0,0,1.074,328.3,19.51,2.84,2023-01-08 06:31:00,0,0.833,1.4,2023-01-08 06:25:00,-0.1,2023-01-08 06:51:00,5.528333,1028.5,1028.5,2023-01-08 06:01:00,1028.2,2023-01-08 06:22:00,84.7,-0.037,-0.635,1.322,0,0,2023-01-08 06:01:00,0.01,0.00925,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 08:00:00,6636,17.28,0.005185,0,0.75,325.4,35.44,1.87,2023-01-08 07:21:00,0,0.365,1,2023-01-08 07:03:00,-0.8,2023-01-08 07:57:00,5.586667,1028.9,1028.9,2023-01-08 07:51:00,1028.4,2023-01-08 07:25:00,93,-0.138,-0.652,1.283,0,0,2023-01-08 07:01:00,20.06,18.055,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 09:00:00,6637,94,0.028185,0,0.515,304.4,57.36,1.62,2023-01-08 08:52:00,0,0.81,2.3,2023-01-08 09:00:00,-0.3,2023-01-08 08:11:00,6.093333,1029.4,1029.4,2023-01-08 08:59:00,1028.7,2023-01-08 08:30:00,91.6,1.128,-0.632,1.337,0,0,2023-01-08 08:01:00,123.5,111.2,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 10:00:00,6638,180.7,0.05421,0,0.926,313.5,53.68,2.39,2023-01-08 09:49:00,0,3.173,4.2,2023-01-08 09:58:00,2.3,2023-01-08 09:01:00,6.815,1029.4,1029.4,2023-01-08 09:01:00,1028.8,2023-01-08 09:29:00,85.8,4.295,-0.643,1.375,0,0,2023-01-08 09:01:00,246.2,221.5,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 11:00:00,6639,262.3,0.07867999,0,0.984,205.5,88,2.69,2023-01-08 10:04:00,0,4.793,5.5,2023-01-08 10:49:00,3.8,2023-01-08 10:02:00,6.765,1029.3,1029.5,2023-01-08 10:17:00,1029.3,2023-01-08 10:01:00,74.9,7.517,-0.622,1.392,0,0,2023-01-08 10:01:00,362.7,326.5,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 12:00:00,6640,192.9,0.057855,0,1.494,103.6,35.56,3.64,2023-01-08 11:39:00,0,5.257,5.6,2023-01-08 11:20:00,4.9,2023-01-08 11:36:00,6.19,1027.9,1029.4,2023-01-08 11:05:00,1027.9,2023-01-08 11:54:00,68.2,7.113,-0.62,1.403,0,0,2023-01-08 11:01:00,263.8,237.5,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 13:00:00,6641,258,0.07739999,0,1.566,143.5,36.59,3.48,2023-01-08 12:13:00,0,5.543,6.1,2023-01-08 12:57:00,5.2,2023-01-08 12:04:00,6.186666,1026.9,1027.9,2023-01-08 12:01:00,1026.9,2023-01-08 12:59:00,70.6,7.282,-0.618,1.388,0,0,2023-01-08 12:01:00,351.7,316.5,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 14:00:00,6642,201.6,0.06049,0,2.377,229.8,20.81,4.85,2023-01-08 13:20:00,0,5.583,6.4,2023-01-08 13:05:00,5.1,2023-01-08 13:46:00,6.9,1026.6,1027.2,2023-01-08 13:07:00,1026.5,2023-01-08 13:54:00,77,7.398,-0.608,1.388,0,0,2023-01-08 13:01:00,269.1,242.25,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 15:00:00,6643,74.95,0.022485,0,1.917,209.9,21.19,4.25,2023-01-08 14:06:00,0,5.058,5.3,2023-01-08 14:01:00,4.9,2023-01-08 14:21:00,6.676667,1026.1,1026.9,2023-01-08 14:10:00,1026.1,2023-01-08 14:52:00,71.8,5.67,-0.607,1.365,0,0,2023-01-08 14:01:00,102.6,92.35,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 16:00:00,6644,31.18,0.009354999,0,1.886,173.8,12.01,4.09,2023-01-08 15:05:00,0,4.798,5,2023-01-08 15:01:00,4.6,2023-01-08 15:58:00,6.398333,1025.2,1026.2,2023-01-08 15:01:00,1025.2,2023-01-08 15:26:00,76.2,5.053,-0.657,1.347,0,0,2023-01-08 15:01:00,43.13,38.825,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 17:00:00,6645,4.283,0.001285,0,1.829,157,10.87,3.55,2023-01-08 16:52:00,0,4.602,4.7,2023-01-08 16:01:00,4.5,2023-01-08 16:54:00,6.51,1024.7,1025.4,2023-01-08 16:10:00,1024.7,2023-01-08 16:55:00,78,4.598,-0.657,1.385,0,0,2023-01-08 16:01:00,6.858,6.1725,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 18:00:00,6646,0,0,0,1.825,163.2,7.618,3.85,2023-01-08 17:51:00,0,4.658,4.9,2023-01-08 17:53:00,4.5,2023-01-08 17:01:00,6.668334,1024.5,1024.9,2023-01-08 17:22:00,1024.3,2023-01-08 17:51:00,77.7,4.507,-0.652,1.363,0,0,2023-01-08 17:01:00,0.103,0.09275,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 19:00:00,6647,0,0,0.051,2.684,181.6,11.42,5.93,2023-01-08 18:21:00,0,4.373,4.9,2023-01-08 18:02:00,4,2023-01-08 18:53:00,7.146667,1024.4,1024.7,2023-01-08 18:49:00,1023.8,2023-01-08 18:20:00,91.6,4.213,-0.627,1.37,0,0,2023-01-08 18:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 20:00:00,6648,0,0,1.122,2.192,192.8,7.431,4.45,2023-01-08 19:32:00,0,3.903,4.1,2023-01-08 19:01:00,3.7,2023-01-08 19:41:00,7.675,1024.1,1024.4,2023-01-08 19:01:00,1024,2023-01-08 19:54:00,97,3.698,-0.668,1.388,0,0,2023-01-08 19:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 21:00:00,6649,0,0,1.853,2.405,187.8,9.85,4.82,2023-01-08 20:47:00,0,3.917,4.2,2023-01-08 21:00:00,3.7,2023-01-08 20:01:00,7.928333,1022.6,1024.2,2023-01-08 20:03:00,1022.6,2023-01-08 20:59:00,100,3.703,-0.655,1.38,0,0,2023-01-08 20:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 22:00:00,6650,0,0,2.346,3.063,180.3,7.177,6.21,2023-01-08 21:48:00,0,4.543,4.8,2023-01-08 21:53:00,4.2,2023-01-08 21:01:00,8.426666,1021.8,1022.5,2023-01-08 21:01:00,1021.6,2023-01-08 21:36:00,100,4.412,-0.597,1.342,0,0,2023-01-08 21:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-08 23:00:00,6651,0,0,1.717,3.085,186.9,10.41,5.71,2023-01-08 22:50:00,0,4.963,5.3,2023-01-08 22:57:00,4.8,2023-01-08 22:01:00,8.698333,1020.8,1021.9,2023-01-08 22:02:00,1020.5,2023-01-08 22:47:00,100,4.897,-0.59,1.37,0,0,2023-01-08 22:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
2023-01-09 00:00:00,6652,0,0,0.017,3.542,192.2,8.23,6.75,2023-01-08 23:45:00,0,5.482,5.6,2023-01-08 23:46:00,5.3,2023-01-08 23:01:00,9.021667,1019.5,1020.9,2023-01-08 23:06:00,1019.5,2023-01-09 00:00:00,100,5.448,-0.605,1.41,0,0,2023-01-08 23:01:00,0,0,013CAMPBELLCLIM50529VUE-500002168
