"TOA5","COMPASS_GCW_TR_432","CR1000X","75736","CR1000X.8.4.0","CPU:COMPASS_v4-052425.CR1X","52317","SapflowB"
"TIMESTAMP","RECORD","PB","Statname","BattV_Avg","DiffVoltB_Avg(1)","DiffVoltB_Avg(2)","DiffVoltB_Avg(3)","DiffVoltB_Avg(4)","DiffVoltB_Avg(5)","DiffVoltB_Avg(6)","DiffVoltB_Avg(7)","DiffVoltB_Avg(8)","DiffVoltB_Avg(9)","DiffVoltB_Avg(10)","DiffVoltB_Avg(11)","DiffVoltB_Avg(12)"
"TS","RN","","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-11-21 13:45:00",1,432,"COMPASS_GCW_TR_432",13.61,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 14:00:00",2,432,"COMPASS_GCW_TR_432",13.69,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 14:15:00",3,432,"COMPASS_GCW_TR_432",13.69,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 14:30:00",4,432,"COMPASS_GCW_TR_432",13.79,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 14:45:00",5,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 15:00:00",6,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 15:15:00",7,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 15:30:00",8,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 15:45:00",9,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 16:00:00",10,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 16:15:00",11,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 16:30:00",12,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 16:45:00",13,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 17:00:00",14,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 17:15:00",15,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 17:30:00",16,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 17:45:00",17,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 18:00:00",18,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 18:15:00",19,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 18:30:00",20,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 18:45:00",21,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 19:00:00",22,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 19:15:00",23,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 19:30:00",24,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 19:45:00",25,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 20:00:00",26,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 20:15:00",27,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 20:30:00",28,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 20:45:00",29,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 21:00:00",30,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 21:15:00",31,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 21:30:00",32,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 21:45:00",33,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 22:00:00",34,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 22:15:00",35,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 22:30:00",36,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 22:45:00",37,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 23:00:00",38,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 23:15:00",39,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 23:30:00",40,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-21 23:45:00",41,432,"COMPASS_GCW_TR_432",13.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2025-11-22 00:00:00",42,432,"COMPASS_GCW_TR_432",13.83,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
