"TOA5","PNNL_32","CR1000","86633","CR1000.Std.31.03","CPU:Tempest_v3.CR1","6950","WaterLevel600"
"TIMESTAMP","RECORD","Statname","Aquatroll_ID(1)","Barometric_Pressure600","Temperature600","Actual_Conductivity600","Specific_Conductivity600","Salinity600","TDS600","Water_Density600","Resistivity600","pH600","pH_mV600","pH_ORP600","RDO_concen600","RDO_perc_sat600","RDO_part_Pressure600","Pressure600","Depth600","Temperature_Int600","Voltage_Ext600","Battery_Int600"
"TS","RN","","","mmHg","C","uS/cm","uS/cm","PSU","ppt","g/cm3","ohm-cm","pH","mV","ORP- mV","mg/L","%Sat","Torr","PSI","cm","C","V","%"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
2020-03-24 00:00:00,3132,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,356.84,497.16,0.24,0.32,1,2802.4,4.68,122.1,-45.7,0,0,-0.58,2.7123967350000004,1244.2,10.22,12.795,84,1201.2120559999998
2020-03-24 00:15:00,3133,PNNL_32,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,NAN,NAN,NAN,NAN,
2020-03-24 00:30:00,3134,PNNL_32,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,NAN,NAN,NAN,NAN,
2020-03-24 00:45:00,3135,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,356.63,496.89,0.24,0.32,1,2804,4.65,123.7,-47.2,0,0,-0.58,2.7043651450000006,1244.2,10.22,12.786,84,1201.2120559999998
2020-03-24 01:00:00,3136,PNNL_32,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,NAN,NAN,NAN,NAN,
2020-03-24 01:15:00,3137,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,357.63,498.31,0.24,0.32,1,2796.2,4.72,120.1,-44.3,0,0,-0.58,2.7043651450000006,1244.2,10.22,12.759,84,1201.2120559999998
2020-03-24 01:30:00,3138,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,357.13,497.58,0.24,0.32,1,2800.1,4.73,119.5,-44.1,0,0,-0.58,2.6988751200000003,1244.1,10.22,12.768,84,1201.07416
2020-03-24 01:45:00,3139,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,357.24,497.72,0.24,0.32,1,2799.3,4.69,121.7,-44.6,0,0,-0.58,2.697875119999999,1244,10.22,12.768,84,1201.005212
2020-03-24 02:00:00,3140,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,357.31,497.82,0.24,0.32,1,2798.7,4.7,121,-46,0,0,-0.58,2.697875119999999,1244,10.22,12.741,84,1201.005212
2020-03-24 02:15:00,3141,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,359.64,501.08,0.24,0.33,1,2780.6,4.94,108,-41.9,0,0,-0.58,2.696875119999998,1243.9,10.22,12.741,84,1200.936264
2020-03-24 02:30:00,3142,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,359.44,500.81,0.24,0.33,1,2782.1,4.91,109.7,-39.8,0,0,-0.58,2.688517189999999,1244,10.22,12.714,84,1200.936264
2020-03-24 02:45:00,3143,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,359.38,500.71,0.24,0.33,1,2782.5,4.94,108,-40.3,0,0,-0.58,2.6905171900000013,1244,10.22,12.723,84,1201.07416
2020-03-24 03:00:00,3144,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,359.15,500.39,0.24,0.33,1,2784.3,4.85,112.9,-41.5,0,0,-0.58,2.691517189999999,1244.1,10.22,12.732,84,1201.1431079999998
2020-03-24 03:15:00,3145,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,361.97,504.31,0.24,0.33,1,2762.7,5.04,103.1,-41.2,0,0,-0.58,2.688517189999999,1243.9,10.22,13.002,84,1200.936264
2020-03-24 03:30:00,3146,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,361.62,503.82,0.24,0.33,1,2765.4,5.01,104.7,-39.6,0,0,-0.58,2.6901211799999984,1244.1,10.22,13.191,84,1201.1431079999998
2020-03-24 03:45:00,3147,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,361.27,503.34,0.24,0.33,1,2768,5,105,-39.5,0,0,-0.58,2.6891211800000008,1244.1,10.22,13.317,84,1201.07416
2020-03-24 04:00:00,3148,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,361.06,503.03,0.24,0.33,1,2769.6,5.04,103,-38.8,0,0,-0.58,2.6901211799999984,1244.2,10.22,13.371,84,1201.1431079999998
2020-03-24 04:15:00,3149,PNNL_32,113IN-SITU AT600 210 68,763.45,10.22,361.25,503.29,0.24,0.33,1,2768.2,5,105.1,-37.7,0,0,-0.58,2.6911211799999997,1244.2,10.22,13.389,84,1201.2120559999998
